,Unnamed: 0,Date,tweets,Unnamed: 0.1,Unnamed: 0.1.1,Rk,G,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,emotion
0,0,2018-10-20,vamos Madrid!!!🙌 https://t.co/TyHTYDatMx,1,1,2,2.0,19,DAL,,MIN,W (+4),1,36,8,16,0.5,4,9,0.444,6,9,0.667,1,5,6,3,2,1,6,3,26,16.6,6,0
1,1,2018-10-28,We’ve got quite the line waiting for @luka7doncic to arrive! https://t.co/oOzlj387sE,5,5,6,6.0,19,DAL,,UTA,L (-9),1,37,5,13,0.385,2,6,0.333,2,2,1.0,1,5,6,5,1,0,5,1,14,8.2,4,0
2,2,2018-10-29,"La magia de @LukaRupnik5: ¡por debajo de las piernas!
#LigaEndesa
🎥 En directo por @MovistarPlus https://t.co/0fJB43G0ZN",6,6,7,7.0,19,DAL,@,SAS,L (-5),1,40,11,18,0.611,4,6,0.667,5,6,0.833,2,6,8,4,1,1,6,0,31,24.1,5,1
3,3,2018-10-29,🤧🤧🤧,6,6,7,7.0,19,DAL,@,SAS,L (-5),1,40,11,18,0.611,4,6,0.667,5,6,0.833,2,6,8,4,1,1,6,0,31,24.1,5,0
4,4,2018-10-29,enhorabuena @destusman por tu debut!!! sigue trabajando!!💯💯🙌,6,6,7,7.0,19,DAL,@,SAS,L (-5),1,40,11,18,0.611,4,6,0.667,5,6,0.833,2,6,8,4,1,1,6,0,31,24.1,5,0
5,5,2018-10-29,"It's an honor to play this sport for a living, and to play it long enough to surpass 10,000 points. A great team win tonight! @MiamiHEAT @NBA #TheDragon 🐉",6,6,7,7.0,19,DAL,@,SAS,L (-5),1,40,11,18,0.611,4,6,0.667,5,6,0.833,2,6,8,4,1,1,6,0,31,24.1,5,1
6,6,2018-11-06,".@luka7doncic en una conference con medios @NBA : ¿A qué número 7 echa más de menos el Real Madrid? Respuesta: A Cristiano, es uno de los mejores jugadores del mundo""",9,9,10,10.0,19,DAL,,WAS,W (+19),1,33,9,16,0.563,2,7,0.286,3,3,1.0,1,6,7,3,1,0,5,2,23,15.2,11,0
7,7,2018-11-06,"@MarcaBasket @luka7doncic @realmadrid @Cristiano Si que te echamos de menos pero sólo en la pista, fuera eres mu pesao Jajajajaja @luka7doncic",9,9,10,10.0,19,DAL,,WAS,W (+19),1,33,9,16,0.563,2,7,0.286,3,3,1.0,1,6,7,3,1,0,5,2,23,15.2,11,0
8,8,2018-11-07,"Think you can make a 🔥 90s playlist? Step into the DJ booth, add some of your favorite 90s jams &amp; download to your Spotify for a chance to WIN a signed Luka &amp; DSJ photo!  

🎧: https://t.co/TznoA6FUPp https://t.co/EZn3hx6dpr",10,10,11,11.0,19,DAL,@,UTA,L (-15),1,35,7,14,0.5,3,4,0.75,7,7,1.0,1,5,6,2,0,0,5,3,24,14.4,-15,0
9,9,2018-11-19,Luka Doncic x #MFFL x #NBARooks https://t.co/2z8wbak7D8,15,15,16,16.0,19,DAL,@,MEM,L (-10),1,37,6,20,0.3,3,9,0.333,0,0,,1,9,10,3,0,1,3,2,15,5.8,3,0
