,Unnamed: 0,Date,tweets,Unnamed: 0.1,Unnamed: 0.1.1,Rk,G,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,emotion
0,0,2010-02-16,Back in the H. Ready for practice tonite.,1,1,2,2.0,23,HOU,,UTA,L (-9),0,17,2,3,0.667,0,0,,1,2,0.5,0,1,1,1,1,1,2,3,5,2.8,4.0,0
1,1,2010-02-21,Morning people!,4,4,5,5.0,23,HOU,@,NOH,L (-8),0,12,1,4,0.25,0,2,0.0,0,0,,0,1,1,0,0,1,4,1,2,-3.8,-6.0,1
2,2,2010-02-21,"My girl cookin sum smothered chicken, and I got Browning sauce instead of soy sauce for the gravy. Its def going to be my fault if its nasty",4,4,5,5.0,23,HOU,@,NOH,L (-8),0,12,1,4,0.25,0,2,0.0,0,0,,0,1,1,0,0,1,4,1,2,-3.8,-6.0,0
3,3,2010-02-21,The gravy def tastes GREAT!!!,4,4,5,5.0,23,HOU,@,NOH,L (-8),0,12,1,4,0.25,0,2,0.0,0,0,,0,1,1,0,0,1,4,1,2,-3.8,-6.0,1
4,4,2010-02-24,"Had a great time at the concert last night with @haisalem. Got a haircut today after practice, back to the low taper.",5,5,6,6.0,23,HOU,,ORL,L (-18),0,8,0,0,,0,0,,0,0,,0,2,2,1,0,1,2,1,0,-0.4,-5.0,1
5,5,2010-02-26,"Just finished reading to a great group of kids at the Buffalo Soldier museum, nice spot yall should def check it out.",6,6,7,7.0,23,HOU,,SAS,W (+5),0,5,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-10.0,1
6,6,2010-03-05,Made it to Dallas. About to get a workout in then probably hit up the mall.,10,10,11,11.0,23,SAC,@,DAL,L (-8),0,8,1,2,0.5,0,0,,1,1,1.0,0,1,1,1,0,0,0,0,3,3.0,5.0,1
7,7,2010-03-05,"That workout wore me out, i gotta get a nap b4 the mall. The way I sleep, I may not make it to the mall. LOL",10,10,11,11.0,23,SAC,@,DAL,L (-8),0,8,1,2,0.5,0,0,,1,1,1.0,0,1,1,1,0,0,0,0,3,3.0,5.0,1
8,8,2010-03-05,"First win as a King!!! I'll miss my old teammates, these new guys seem co though.",10,10,11,11.0,23,SAC,@,DAL,L (-8),0,8,1,2,0.5,0,0,,1,1,1.0,0,1,1,1,0,0,0,0,3,3.0,5.0,-1
9,9,2010-03-09,Portland!!,11,12,13,12.0,23,SAC,@,POR,L (-7),0,7,1,3,0.333,0,1,0.0,2,2,1.0,1,0,1,0,0,0,1,0,4,2.0,-9.0,0
10,10,2010-03-19,Back in San Antonio. About to hit the sack.,15,18,19,16.0,23,SAS,,GSW,W (+31),0,20,3,8,0.375,1,2,0.5,2,3,0.667,0,0,0,1,1,0,0,0,9,5.9,10.0,0
11,11,2010-04-06,"Headed to the airport, Sacramento is the next destination.",21,28,29,22.0,23,SAS,@,SAC,W (+9),1,27,5,8,0.625,1,2,0.5,4,4,1.0,0,3,3,4,0,0,1,4,15,12.5,9.0,0
12,12,2010-04-07,"Dang Im overwhelmed, naptime.",22,29,30,23.0,23,SAS,@,PHO,L (-11),1,23,4,9,0.444,1,3,0.333,2,4,0.5,0,2,2,0,1,0,3,3,11,2.9,6.0,1
13,13,2010-04-07,"Who plays ""words"" on the iPhone? lets get a game started. gtemp",22,29,30,23.0,23,SAS,@,PHO,L (-11),1,23,4,9,0.444,1,3,0.333,2,4,0.5,0,2,2,0,1,0,3,3,11,2.9,6.0,0
14,14,2010-04-09,Tough loss tonite. Gotta get sum rest and bounce back at home on Friday.,23,30,31,24.0,23,SAS,,MEM,L (-8),1,26,3,7,0.429,2,4,0.5,0,0,,1,3,4,2,2,0,2,1,8,6.9,10.0,-1
15,15,2010-04-09,Y bring up sumthing if its only going to start an arguement?,23,30,31,24.0,23,SAS,,MEM,L (-8),1,26,3,7,0.429,2,4,0.5,0,0,,1,3,4,2,2,0,2,1,8,6.9,10.0,0
16,16,2010-04-10,"Got some shots up, now im back in the hotel. I cant wait to move into my new apt, whenever that will be. lol",24,31,32,25.0,23,SAS,@,DEN,W (+19),1,20,3,5,0.6,3,4,0.75,2,4,0.5,2,2,4,0,2,0,1,5,11,8.9,13.0,0
17,17,2010-04-10,They def were good times. Great rivalry RT @kham03: @GTemp2 @AKimble5 DreamTeam vs. Sports Academy #goodtimes,24,31,32,25.0,23,SAS,@,DEN,W (+19),1,20,3,5,0.6,3,4,0.75,2,4,0.5,2,2,4,0,2,0,1,5,11,8.9,13.0,1
18,18,2010-04-10,Whats good @J_Wall10 how Reno treating yall. Prolly TRIFFEEE!!!!! lol,24,31,32,25.0,23,SAS,@,DEN,W (+19),1,20,3,5,0.6,3,4,0.75,2,4,0.5,2,2,4,0,2,0,1,5,11,8.9,13.0,1
19,19,2010-04-10,"Already told him on the phone, but Happy Bday to my boi @AKimble5.  That boy 24 today.",24,31,32,25.0,23,SAS,@,DEN,W (+19),1,20,3,5,0.6,3,4,0.75,2,4,0.5,2,2,4,0,2,0,1,5,11,8.9,13.0,0
20,20,2010-04-10,Just got the keys to my new apt. Feels good. Got moms and my girl @hAiSalem comin to help get it right.,24,31,32,25.0,23,SAS,@,DEN,W (+19),1,20,3,5,0.6,3,4,0.75,2,4,0.5,2,2,4,0,2,0,1,5,11,8.9,13.0,1
21,21,2010-04-12,Back in SA. Holla at yall tomorrow!!!,25,32,33,26.0,23,SAS,,MIN,W (+22),0,12,2,3,0.667,0,0,,1,2,0.5,0,1,1,1,1,0,0,1,5,4.9,-2.0,0
22,22,2010-04-12,"Bounced back tonite, total team effort. Headed to th airport.",25,32,33,26.0,23,SAS,,MIN,W (+22),0,12,2,3,0.667,0,0,,1,2,0.5,0,1,1,1,1,0,0,1,5,4.9,-2.0,0
23,23,2010-04-12,I love these planes!!!,25,32,33,26.0,23,SAS,,MIN,W (+22),0,12,2,3,0.667,0,0,,1,2,0.5,0,1,1,1,1,0,0,1,5,4.9,-2.0,1
24,24,2010-04-12,Furniture shopping sucks!!! Glad I have my mom and my girl @hAiSalem here helping.,25,32,33,26.0,23,SAS,,MIN,W (+22),0,12,2,3,0.667,0,0,,1,2,0.5,0,1,1,1,1,0,0,1,5,4.9,-2.0,-1
25,25,2010-04-27,Back in Dallas. About to hit up Pei-Wei with Leek.,28,38,5,2.0,23,SAS,@,DAL,L (-22),0,11,0,1,0.0,0,1,0.0,1,1,1.0,0,2,2,1,1,0,1,1,1,1.2,-2.0,0
26,26,2010-11-01,Thats true cuz. RT @Hboogie504: Cowboys sure do suck...,34,45,3,2.0,24,SAS,@,LAC,W (+9),0,5,0,3,0.0,0,1,0.0,0,0,,1,0,1,1,0,1,0,1,0,-0.4,-2.0,0
27,27,2010-11-01,About to eat at Firehouse Subs before we head to LA.,34,45,3,2.0,24,SAS,@,LAC,W (+9),0,5,0,3,0.0,0,1,0.0,0,0,,1,0,1,1,0,1,0,1,0,-0.4,-2.0,0
28,28,2010-11-01,Wheels down in LA!,34,45,3,2.0,24,SAS,@,LAC,W (+9),0,5,0,3,0.0,0,1,0.0,0,0,,1,0,1,1,0,1,0,1,0,-0.4,-2.0,-1
29,29,2010-11-03,I'm liking these glasses more and more. I look more studious.  http://plixi.com/p/54592845,35,46,4,3.0,24,SAS,@,PHO,W (+2),0,14,1,2,0.5,0,0,,0,2,0.0,0,1,1,1,1,0,1,1,2,0.8,-12.0,1
30,30,2010-11-03,Wheels down in PHX,35,46,4,3.0,24,SAS,@,PHO,W (+2),0,14,1,2,0.5,0,0,,0,2,0.0,0,1,1,1,1,0,1,1,2,0.8,-12.0,-1
31,31,2010-11-03,#inhighschool me @MrBridgeH2O @AKimble5 @Anwar500 and @iambigbaby11 used to crush teams. It wasn't even fair.,35,46,4,3.0,24,SAS,@,PHO,W (+2),0,14,1,2,0.5,0,0,,0,2,0.0,0,1,1,1,1,0,1,1,2,0.8,-12.0,0
32,32,2010-11-03,I'm kikkin!!!,35,46,4,3.0,24,SAS,@,PHO,W (+2),0,14,1,2,0.5,0,0,,0,2,0.0,0,1,1,1,1,0,1,1,2,0.8,-12.0,0
33,33,2010-11-03,Thanks RT @ddcamille: Ok so here goes my #randomtweet of the day @GTemp2 has the best avatar everrrr lol,35,46,4,3.0,24,SAS,@,PHO,W (+2),0,14,1,2,0.5,0,0,,0,2,0.0,0,1,1,1,1,0,1,1,2,0.8,-12.0,1
34,34,2010-11-03,Wheels up!!!,35,46,4,3.0,24,SAS,@,PHO,W (+2),0,14,1,2,0.5,0,0,,0,2,0.0,0,1,1,1,1,0,1,1,2,0.8,-12.0,0
35,35,2010-11-03,My bro and my niece. Knocked out!!  http://plixi.com/p/54482984,35,46,4,3.0,24,SAS,@,PHO,W (+2),0,14,1,2,0.5,0,0,,0,2,0.0,0,1,1,1,1,0,1,1,2,0.8,-12.0,-1
36,36,2010-11-03,Great road win tonight!!!!,35,46,4,3.0,24,SAS,@,PHO,W (+2),0,14,1,2,0.5,0,0,,0,2,0.0,0,1,1,1,1,0,1,1,2,0.8,-12.0,1
37,37,2011-01-26,Thanks for all the love yall. Im real excited to be here in Milwaukee.,36,50,8,4.0,24,MIL,,ATL,W (+8),0,18,3,5,0.6,2,3,0.667,0,2,0.0,0,3,3,3,0,0,0,2,8,7.1,11.0,1
38,38,2011-01-26,"I'm watching the news, the weather lady just said ""it's actually a little warm today, the HIGH will be 28 degrees"" since when was that warm?",36,50,8,4.0,24,MIL,,ATL,W (+8),0,18,3,5,0.6,2,3,0.667,0,2,0.0,0,3,3,3,0,0,0,2,8,7.1,11.0,-1
39,39,2011-01-26,ABout to tear these wings up,36,50,8,4.0,24,MIL,,ATL,W (+8),0,18,3,5,0.6,2,3,0.667,0,2,0.0,0,3,3,3,0,0,0,2,8,7.1,11.0,0
40,40,2011-01-26,"Im hot in my room, is it crazy to have the ac on 62 while its 21 degrees outside?",36,50,8,4.0,24,MIL,,ATL,W (+8),0,18,3,5,0.6,2,3,0.667,0,2,0.0,0,3,3,3,0,0,0,2,8,7.1,11.0,-1
41,41,2011-01-26,Just ate a sub from Cousins for the first time. I was impressed.,36,50,8,4.0,24,MIL,,ATL,W (+8),0,18,3,5,0.6,2,3,0.667,0,2,0.0,0,3,3,3,0,0,0,2,8,7.1,11.0,0
42,42,2011-01-26,#nowwatching CSI New York. Never gets old,36,50,8,4.0,24,MIL,,ATL,W (+8),0,18,3,5,0.6,2,3,0.667,0,2,0.0,0,3,3,3,0,0,0,2,8,7.1,11.0,-1
43,43,2011-01-26,I need to decide what im going to eat for breakfast right now.,36,50,8,4.0,24,MIL,,ATL,W (+8),0,18,3,5,0.6,2,3,0.667,0,2,0.0,0,3,3,3,0,0,0,2,8,7.1,11.0,0
44,44,2011-01-26,Hopefully this Joe can put me to sleep.,36,50,8,4.0,24,MIL,,ATL,W (+8),0,18,3,5,0.6,2,3,0.667,0,2,0.0,0,3,3,3,0,0,0,2,8,7.1,11.0,0
45,45,2011-01-26,time to hit the sack,36,50,8,4.0,24,MIL,,ATL,W (+8),0,18,3,5,0.6,2,3,0.667,0,2,0.0,0,3,3,3,0,0,0,2,8,7.1,11.0,0
