,Unnamed: 0,Date,tweets,Unnamed: 0.1,Unnamed: 0.1.1,Rk,G,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,emotion
0,0,2017-10-27,Halfcourt hat trick for @kylekuzma 🎩 https://t.co/1lBrvHD89z,4,4,5,5.0,20,LAL,,TOR,L (-9),1,32,2,7,0.286,1,4,0.25,0,0,,1,6,7,6,2,0,4,0,5,5.6,-15,-1
1,1,2017-10-28,Introducing your Slam Dunk Champion: Eli Scott! https://t.co/T3O1Vstw5h,5,5,6,6.0,20,LAL,@,UTA,L (-15),1,36,3,10,0.3,3,6,0.5,0,0,,1,1,2,4,2,0,5,2,9,3.2,-19,0
2,2,2017-11-08,KD’s celebration 😂 (via @BleacherReport) https://t.co/leX9viuS71,10,10,11,11.0,20,LAL,@,BOS,L (-11),1,39,4,15,0.267,1,5,0.2,0,0,,1,4,5,6,1,4,2,1,9,7.6,-5,0
3,3,2017-12-14,Throwing dimes on and off the court👌🏽 https://t.co/QZ2j66nYoP,26,26,27,27.0,20,LAL,@,CLE,L (-9),1,38,5,11,0.455,3,8,0.375,0,0,,1,7,8,11,2,0,6,3,13,12.6,-11,0
4,4,2018-02-23,I refuse to bet @kylekuzma because he isn’t true to his word... Still owes me from the last time we beat up on them bums smh #8Clap,36,57,58,37.0,20,LAL,,DAL,W (+22),0,17,3,8,0.375,3,6,0.5,0,0,,2,5,7,6,0,0,2,0,9,9.7,-6,0
5,5,2018-02-26,The chronicles of @ZO2_ vs @kylekuzma featuring @joshhart are getting colonial. Kuz got on Nicolas Cage’s National Treasure map on his jacket and Alexander Hamilton’s pants on 😂😭 https://t.co/rju4Dvl5ry,37,59,60,38.0,20,LAL,@,ATL,W (+19),0,24,4,4,1.0,3,3,1.0,2,2,1.0,0,7,7,5,3,0,2,3,13,17.2,18,0
6,6,2018-11-07,"I’ve decided to return to highschool and complete my senior year. I thank my dad for the JBA Experience and playing overseas. I’ve been accepted to attend Spire Prep Academy in Geneva, Ohio where i look forward to earning my highschool diploma and winning with my new team! https://t.co/FQzta0PiNE",62,84,11,11.0,21,LAL,,MIN,W (+4),1,21,1,6,0.167,0,3,0.0,1,2,0.5,1,4,5,6,3,0,3,2,3,4.1,-8,0
7,7,2018-12-08,Savage playing with my emotions,77,99,26,26.0,21,LAL,@,MEM,W (+23),1,23,2,9,0.222,0,5,0.0,0,0,,0,0,0,2,2,0,3,3,4,-2.3,-3,0
8,8,2019-01-19,Life without Postmates would be tough for me lol,98,120,47,47.0,21,LAL,@,HOU,L (-4),1,22,4,7,0.571,0,3,0.0,0,0,,0,3,3,11,1,1,1,1,8,13.6,15,-1
9,9,2019-10-25,“D Smoke” is like that‼️🎤,100,122,2,2.0,21,NOP,,DAL,L (-7),1,33,6,16,0.375,3,12,0.25,0,2,0.0,1,7,8,5,2,0,2,3,15,10.5,-14,1
10,10,2019-11-04,Man on a mission? I can relate. Excited to watch Season 2 of #JackRyan now streaming on @AmazonPrimeVideo! #ad https://t.co/CEKWlIeY4k,105,127,7,7.0,22,NOP,@,BRK,L (-10),1,21,6,10,0.6,3,7,0.429,0,0,,1,1,2,3,0,0,2,1,15,11.1,-16,-1
11,11,2019-12-13,"I’m a playmaker on the court, let me show you how it’s done in @PUBGMOBILE where I make the plays for my squad. Be the playmaker of your squad, download PUBG MOBILE now and share with me a screenshot of what you’re capable of! #BeTheOne #PUBGMOBILEPartner https://t.co/jGLpQUMFE0 https://t.co/CTF7BsJ5kj",116,146,26,18.0,22,NOP,@,PHI,L (-7),0,23,2,6,0.333,1,3,0.333,1,2,0.5,1,1,2,3,1,0,1,2,6,4.5,-8,0
12,12,2020-01-18,Yeah it’s right after the game and I know I never do this but BRANDON INGRAM is an All Star‼️‼️‼️‼️@B_Ingram13 #B4L,133,163,43,35.0,22,NOP,,LAC,L (-3),1,39,7,16,0.438,4,9,0.444,0,1,0.0,1,9,10,11,2,1,6,3,18,15.8,-4,0
13,13,2021-04-04,"SPACE JAM: A NEW LEGACY trailer!

#SpaceJam 👑🐰 https://t.co/CcwnRoC8uZ",200,240,49,39.0,23,NOP,@,HOU,W (+7),1,37,8,18,0.444,8,15,0.533,3,3,1.0,1,3,4,9,3,0,6,4,27,20.9,4,0
14,14,2021-04-06,Too many mismatches #BaylorLikeThat,201,241,50,40.0,23,NOP,@,ATL,L (-16),1,30,4,15,0.267,4,14,0.286,0,0,,2,7,9,11,3,2,1,1,12,17.3,-24,-1
