,Unnamed: 0,Date,tweets,Unnamed: 0.1,Unnamed: 0.1.1,Rk,G,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,emotion
0,0,2016-11-12,Infinite warfare is 🔥thanks for the love @CallofDuty,7,7,8,8.0,22,MIN,,LAC,L (-14),0,19,0,4,0.0,0,1,0.0,3,4,0.75,0,4,4,4,2,0,1,1,3,4.4,-3,1
1,1,2016-11-25,"Just Wanna Say Happy Thanksgiving To Everyone In NewLondon and Providence College, Much Love Always!",14,14,15,15.0,22,MIN,@,PHO,W (+13),0,11,1,4,0.25,1,1,1.0,0,0,,0,0,0,0,0,1,1,2,3,-0.5,-5,1
2,2,2016-12-06,Think you can beat me at Ping-pong? Think again... #MakeyourMove #DrScholls #ad https://t.co/lqzJLUXt6j https://t.co/7H0ikp3WlR,20,20,21,21.0,22,MIN,,SAS,L (-14),0,17,6,7,0.857,1,1,1.0,2,2,1.0,1,0,1,2,0,0,2,3,15,11.4,-9,0
3,3,2016-12-30,This is what the Holidays are all about. Thanks for having me @YouthLinkMN                     https://t.co/8FINTRgc6B https://t.co/9FHizZ6F9P,32,32,33,33.0,22,MIN,,MIL,W (+17),0,13,0,1,0.0,0,0,,0,0,,0,1,1,4,0,0,0,2,0,1.6,-10,0
4,4,2017-01-15,"Every PG Coach Cooley Have Coached At PC Has &amp; Will Put Up Numbers!! Keep Killing Kyron💯💯 
#pcbb",40,40,41,41.0,22,MIN,@,DAL,L (-11),0,12,0,3,0.0,0,2,0.0,0,0,,0,1,1,1,0,0,1,3,0,-3.3,-17,0
5,5,2017-01-19,#whodoyoucollect with? @PaniniAmerica https://t.co/PgWKzSH4v5,42,42,43,43.0,22,MIN,@,LAC,W (+3),0,25,2,4,0.5,0,1,0.0,1,2,0.5,1,3,4,4,1,1,3,5,5,3.7,7,0
6,6,2017-01-26,Gotta thank my friends at @WestMetroAuto for my new #GMC. Need it for that Minnesota winter. https://t.co/FS4ivrKVLR,45,45,46,46.0,22,MIN,,IND,L (-6),0,15,1,1,1.0,1,1,1.0,0,2,0.0,0,0,0,3,0,0,0,2,3,3.2,-1,1
7,7,2017-01-26,These Throwback Jersey Are 🔥🔥🔥 Friartwon Wins Again With These!! https://t.co/JhwSMIC50s,45,45,46,46.0,22,MIN,,IND,L (-6),0,15,1,1,1.0,1,1,1.0,0,2,0.0,0,0,0,3,0,0,0,2,3,3.2,-1,1
8,8,2017-02-24,"See how I stay at the top of my game #MakeyourMove with #DrScholls #ad
 🎥 https://t.co/PCrI8L7ZvJ https://t.co/GYJiHGofpk",53,57,58,54.0,22,MIN,,DAL,W (+13),0,13,2,3,0.667,0,0,,0,0,,0,1,1,2,0,0,0,0,4,4.4,-2,0
9,9,2017-03-10,Had a great time with the @YouthLinkMN kids last night. Thanks to @SmaaashUSA for having us! https://t.co/ieYvgKwQg2,59,63,64,60.0,22,MIN,,GSW,W (+1),0,12,1,4,0.25,0,0,,0,0,,0,2,2,0,1,0,1,1,2,-0.2,-4,1
10,10,2017-11-24,Uhhhh Ohhhh Kyron Looking For The Big East Player Of The Year Award!!! Big Time Shot!!! #GoFriars,90,98,17,13.0,23,CHI,@,GSW,L (-49),1,25,2,11,0.182,0,2,0.0,2,2,1.0,0,1,1,4,0,0,4,2,6,-2.6,-34,1
11,11,2017-12-15,"It Was An Honor To Meet These Wonderful Kids, Their Personalities Are Amazing!! Worked Hard In School And Got Rewarded! #DreamBig #StayFocus https://t.co/0NsHOakUHQ",101,109,28,24.0,23,CHI,@,MIL,W (+6),1,25,7,12,0.583,0,1,0.0,3,5,0.6,0,0,0,7,2,0,2,6,17,13.1,8,1
12,12,2017-12-20,"Playing this game is a dream, But playing in front of my pops is Love💯
#StupidLsssUpHigh love my city!!! #NL https://t.co/sXq50cxuxD",103,111,30,26.0,23,CHI,,ORL,W (+18),1,24,6,11,0.545,0,3,0.0,3,3,1.0,1,5,6,7,3,1,2,3,15,17.3,16,0
13,13,2018-01-03,Ummmm @chicagobulls do you guys need this cutie to model your kids clothes?? I think so!!! https://t.co/tJ45uhFEj4,110,119,38,33.0,23,CHI,,TOR,L (-9),1,29,1,6,0.167,0,3,0.0,0,0,,0,5,5,8,2,1,3,4,2,3.4,-3,0
14,14,2018-10-22,They say a man take care of his business right?? Love you baby boy!!! Rule #1 I Got you....,130,150,3,1.0,24,CHI,@,DAL,L (-6),1,30,4,13,0.308,1,4,0.25,0,0,,0,4,4,7,0,0,4,6,9,1.2,-1,1
15,15,2019-01-25,"We accept so many goofy ish, that the youngins don’t know what’s solid! The culture has change, and I won’t adapt to it....",152,196,49,23.0,24,CHI,,LAC,L (-5),1,36,4,14,0.286,1,5,0.2,0,0,,0,4,4,10,4,0,3,5,9,8.0,0,-1
16,16,2019-03-17,"Random 🗣 Uncle Bole I love the way you move out here!! Never be on mainstream, Keep grinding Brodie💯
@Uncle__Cole",172,218,71,43.0,24,CHI,@,SAC,L (-27),1,20,4,11,0.364,0,3,0.0,0,0,,0,1,1,5,1,0,2,1,8,4.3,-19,1
