,Unnamed: 0,Date,tweets,Unnamed: 0.1,Unnamed: 0.1.1,Rk,G,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,emotion
0,0,2010-11-16,Havin a blast at the Redskins game w @Rae_Lauren and @Jojo_216,8,8,9,9.0,24,WAS,,TOR,W (+15),1,32,9,13,0.692,1,1,1.0,3,4,0.75,2,5,7,5,3,0,4,2,22,20.7,11,1
1,1,2011-01-25,can we get the first road WIN tonight,37,43,44,38.0,24,WAS,,DEN,L (-11),1,38,8,14,0.571,0,0,,9,9,1.0,2,7,9,4,3,1,2,2,25,25.6,-2,0
2,2,2011-01-25,first off its 30 dont down play me lol,37,43,44,38.0,24,WAS,,DEN,L (-11),1,38,8,14,0.571,0,0,,9,9,1.0,2,7,9,4,3,1,2,2,25,25.6,-2,-1
3,3,2011-02-12,Clev wins wow congrats to them,45,51,52,46.0,24,WAS,,SAS,L (-24),1,30,6,12,0.5,0,0,,4,6,0.667,5,4,9,1,0,1,4,3,16,10.1,-24,1
4,4,2011-02-23,2nd half off the season starts now 1st half wasn't soo good gotta finish with a bang,49,55,56,50.0,24,WAS,@,PHI,L (-23),1,29,6,16,0.375,0,0,,4,4,1.0,1,1,2,2,0,0,1,1,16,8.2,-23,0
5,5,2011-03-06,Mannnnnn gonna b tough tonight with out nick young,53,61,62,54.0,24,WAS,@,DET,L (-11),1,28,9,19,0.474,0,0,,3,4,0.75,2,7,9,1,0,0,3,5,21,10.1,5,-1
6,6,2011-03-06,Some body asked me wats the difference from me hoopin last year and this year....its simple the plays we run now are way different I'm 3rd,53,61,62,54.0,24,WAS,@,DET,L (-11),1,28,9,19,0.474,0,0,,3,4,0.75,2,7,9,1,0,0,3,5,21,10.1,5,0
7,7,2011-03-06,Game day let's go get this win,53,61,62,54.0,24,WAS,@,DET,L (-11),1,28,9,19,0.474,0,0,,3,4,0.75,2,7,9,1,0,0,3,5,21,10.1,5,0
8,8,2011-03-30,Way to get that win tonight young wiz,55,73,74,56.0,24,WAS,,MIA,L (-16),0,27,6,15,0.4,0,0,,2,4,0.5,3,5,8,2,3,0,1,5,14,10.1,-15,0
9,9,2011-04-03,Jus got to NC,57,75,76,58.0,24,WAS,@,CHA,W (+6),1,35,10,19,0.526,0,0,,5,7,0.714,5,12,17,2,3,1,1,3,25,24.9,8,0
10,10,2011-04-09,Bout to get ready for boston,61,79,80,62.0,24,WAS,,ATL,W (+32),1,27,9,15,0.6,0,0,,5,6,0.833,2,5,7,1,2,1,4,1,23,17.6,19,0
11,11,2011-04-09,Time for bed,61,79,80,62.0,24,WAS,,ATL,W (+32),1,27,9,15,0.6,0,0,,5,6,0.833,2,5,7,1,2,1,4,1,23,17.6,19,0
12,12,2011-12-28,Happy to have family around to make me feel better they are the only ones who matters,65,83,2,2.0,25,WAS,@,ATL,L (-18),1,27,2,13,0.154,0,0,,0,1,0.0,2,2,4,1,0,0,1,1,4,-3.4,-16,1
13,13,2011-12-28,Letting go of last game and focused on the next,65,83,2,2.0,25,WAS,@,ATL,L (-18),1,27,2,13,0.154,0,0,,0,1,0.0,2,2,4,1,0,0,1,1,4,-3.4,-16,0
14,14,2011-12-28,Gettin ready for tomorrows practice thanx for the dm love,65,83,2,2.0,25,WAS,@,ATL,L (-18),1,27,2,13,0.154,0,0,,0,1,0.0,2,2,4,1,0,0,1,1,4,-3.4,-16,1
15,15,2011-12-28,Every body need to shut up I didn't call out my coach or team mates I said I had a bad game need it n the post instead of jump shots,65,83,2,2.0,25,WAS,@,ATL,L (-18),1,27,2,13,0.154,0,0,,0,1,0.0,2,2,4,1,0,0,1,1,4,-3.4,-16,-1
16,16,2012-01-01,I'm sorry to are fans I'm n a funk and fightin to get out I'm jus gonna work hard as I can on def\reb please don't give up on us its early,67,85,4,4.0,25,WAS,,BOS,L (-8),1,34,4,7,0.571,0,0,,2,2,1.0,0,3,3,0,0,1,4,1,10,3.9,-10,-1
17,17,2012-01-10,Can't sleep,72,90,9,9.0,25,WAS,,TOR,W (+15),0,25,4,11,0.364,1,1,1.0,0,2,0.0,1,7,8,1,0,1,1,2,9,4.5,17,0
18,18,2012-01-10,Ok look its my fault ill take that I haven't been myself I haven't played my game I tried to b the player everyone else wanted me to be,72,90,9,9.0,25,WAS,,TOR,W (+15),0,25,4,11,0.364,1,1,1.0,0,2,0.0,1,7,8,1,0,1,1,2,9,4.5,17,0
19,19,2012-11-05,I tried I'm stuck on the highway ran out of gas jus my luck,91,127,2,2.0,26,BRK,,MIN,L (-11),0,15,1,2,0.5,0,0,,2,2,1.0,2,3,5,1,0,1,0,1,4,6.3,-5,-1
20,20,2012-11-05,Jus sittin here waiting lol good thing my Lil brother with me http://t.co/epO1LVLl,91,127,2,2.0,26,BRK,,MIN,L (-11),0,15,1,2,0.5,0,0,,2,2,1.0,2,3,5,1,0,1,0,1,4,6.3,-5,1
21,21,2012-11-05,They seriously charging me 220 to fill up woooow,91,127,2,2.0,26,BRK,,MIN,L (-11),0,15,1,2,0.5,0,0,,2,2,1.0,2,3,5,1,0,1,0,1,4,6.3,-5,0
22,22,2012-11-05,Na this is bs at a shell gas station really http://t.co/jgD6Hyrk,91,127,2,2.0,26,BRK,,MIN,L (-11),0,15,1,2,0.5,0,0,,2,2,1.0,2,3,5,1,0,1,0,1,4,6.3,-5,-1
23,23,2012-11-07,Wow what happen tonight http://t.co/wwFwxOVv,92,128,3,3.0,26,BRK,@,MIA,L (-30),0,21,2,8,0.25,0,0,,0,0,,2,6,8,0,1,0,2,2,4,0.6,-19,0
24,24,2012-11-07,Man I jus wanna go to my house and out of this hotel still no power,92,128,3,3.0,26,BRK,@,MIA,L (-30),0,21,2,8,0.25,0,0,,0,0,,2,6,8,0,1,0,2,2,4,0.6,-19,-1
25,25,2012-11-09,Shout out to @8and9 @napps126 @peisoyt for always keepin me fresh with the newest gear.. I appreciate the love,93,129,4,4.0,26,BRK,@,ORL,W (+39),0,24,5,13,0.385,0,0,,5,8,0.625,4,5,9,4,1,1,1,0,15,14.5,21,1
26,26,2012-11-18,Off to the west,97,133,8,8.0,26,BRK,@,SAC,W (+9),0,19,11,12,0.917,0,0,,0,1,0.0,2,0,2,1,0,0,0,0,22,19.7,2,0
27,27,2012-11-23,Just landed back n nyc,100,136,11,11.0,26,BRK,,LAC,W (+10),0,15,3,6,0.5,0,0,,0,0,,0,1,1,0,1,0,3,3,6,0.1,2,0
28,28,2012-11-28,Idc wat a wiz fan say yes I was outta shape Ill give yal that but no body n that organization tried to help me with,103,139,14,14.0,26,BRK,@,BOS,W (+12),0,29,7,14,0.5,0,0,,3,4,0.75,8,5,13,1,2,0,3,5,17,14.4,9,1
29,29,2012-11-28,"with that [calf] injury, he didn’t have any ability to do conditioning and I’m putting him in bad spots.” -Randy Wittman",103,139,14,14.0,26,BRK,@,BOS,W (+12),0,29,7,14,0.5,0,0,,3,4,0.75,8,5,13,1,2,0,3,5,17,14.4,9,-1
30,30,2012-11-28,Feels good to be part of a winning organization,103,139,14,14.0,26,BRK,@,BOS,W (+12),0,29,7,14,0.5,0,0,,3,4,0.75,8,5,13,1,2,0,3,5,17,14.4,9,1
31,31,2012-11-28,Gm Brooklyn,103,139,14,14.0,26,BRK,@,BOS,W (+12),0,29,7,14,0.5,0,0,,3,4,0.75,8,5,13,1,2,0,3,5,17,14.4,9,0
32,32,2012-11-28,I feel much better I'm moving on and leaving the past where it's at,103,139,14,14.0,26,BRK,@,BOS,W (+12),0,29,7,14,0.5,0,0,,3,4,0.75,8,5,13,1,2,0,3,5,17,14.4,9,0
33,33,2012-11-30,Jus touched down n Orlando,104,140,15,15.0,26,BRK,@,ORL,W (+12),1,28,6,14,0.429,0,0,,2,2,1.0,2,7,9,3,0,1,1,3,14,10.7,19,-1
34,34,2012-12-11,Chillin with the fam but wanna go bowlin,109,145,20,20.0,26,BRK,,NYK,L (-3),1,29,9,13,0.692,0,1,0.0,5,6,0.833,0,4,4,0,2,0,2,4,23,16.7,9,0
