,Unnamed: 0,Date,tweets,Unnamed: 0.1,Unnamed: 0.1.1,Rk,G,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,emotion
0,0,2016-10-26,Almost that time! #blessed #ripdad #doingitforyou🙏🏾 https://t.co/W2aHHf0fDS,0,0,1,1.0,22,TOR,,DET,W (+18),1,22,2,2,1.0,0,0,,0,0,,2,7,9,0,1,0,0,2,4,7.1,16,0
1,1,2016-11-06,"I got dad watching over me from court side, I'm blessed up.  #ripdad #doingitforyou https://t.co/p5p4BVe6Wa",5,5,6,6.0,22,TOR,,SAC,L (-5),1,24,4,8,0.5,0,0,,2,3,0.667,3,3,6,1,0,1,0,4,10,8.4,9,0
2,2,2016-11-06,Rookie duties. #iactuallylikemybag #monsterhigh #stillfreshtho https://t.co/lFt74azm99,5,5,6,6.0,22,TOR,,SAC,L (-5),1,24,4,8,0.5,0,0,,2,3,0.667,3,3,6,1,0,1,0,4,10,8.4,9,0
3,3,2016-11-09,About last night. #rapscitysocial #therooks https://t.co/buecgTocW9,6,6,7,7.0,22,TOR,@,OKC,W (+10),1,13,2,3,0.667,0,0,,0,0,,0,4,4,0,0,2,0,1,4,4.9,-5,0
4,4,2016-11-12,First game of the season for @AggieArmy! Good luck tonight squad! 👀#letsgetitpoppin #WeirReady #aggieforever,8,8,9,9.0,22,TOR,,NYK,W (+11),1,20,4,5,0.8,0,0,,1,1,1.0,0,2,2,0,1,0,1,2,9,6.9,-6,1
5,5,2016-11-15,"""Use your smile to change the world, don't let the world change your smile"" #blessed #ripdad #doingitforyou🙏🏾 https://t.co/OCh5v4ANFf",9,9,10,10.0,22,TOR,@,CLE,L (-4),1,16,4,5,0.8,0,0,,0,0,,2,1,3,2,0,3,1,5,8,8.3,5,0
6,6,2016-11-30,🙏🏾👏🏾 https://t.co/B1vHLE1N3O,17,17,18,18.0,22,TOR,,MEM,W (+15),1,18,2,2,1.0,0,0,,0,0,,2,0,2,2,0,1,3,1,4,3.5,0,0
7,7,2016-12-02,"Faith, trust, gratitude and family. #ripdad #doingitforyou🙏🏾 #humblehustle🙏🏾👏🏾 #blessed🙏🏾 https://t.co/P5RJc0M61B",18,18,19,19.0,22,TOR,,LAL,W (+33),1,24,4,5,0.8,0,1,0.0,0,0,,2,5,7,1,1,1,1,2,8,9.6,14,0
8,8,2016-12-02,Had fun at the youth basketball clinic. #goraptors #doingitforyou🙏🏾 #humblehustle🙏🏾👏🏾 https://t.co/GKWZ3rM34I,18,18,19,19.0,22,TOR,,LAL,W (+33),1,24,4,5,0.8,0,1,0.0,0,0,,2,5,7,1,1,1,1,2,8,9.6,14,1
9,9,2016-12-08,📸🔥🙏🏾 https://t.co/rPsInbGR7Y,21,21,22,22.0,22,TOR,,MIN,W (+14),1,11,1,1,1.0,0,0,,4,4,1.0,0,1,1,0,0,0,0,2,6,5.2,-2,0
10,10,2016-12-08,https://t.co/ogM96TIl6O,21,21,22,22.0,22,TOR,,MIN,W (+14),1,11,1,1,1.0,0,0,,4,4,1.0,0,1,1,0,0,0,0,2,6,5.2,-2,0
11,11,2016-12-12,#AggieUp good win fellas. Way to protect the pan am #proudAggie @ThatDudeMT @Elichuha22 @JohnathonWilki3 @sidy1123,23,23,24,24.0,22,TOR,,MIL,W (+22),1,16,0,4,0.0,0,1,0.0,0,0,,1,2,3,1,0,1,0,4,0,-1.7,8,0
12,12,2016-12-12,Let's get this w aggies!,23,23,24,24.0,22,TOR,,MIL,W (+22),1,16,0,4,0.0,0,1,0.0,0,0,,1,2,3,1,0,1,0,4,0,-1.7,8,1
13,13,2016-12-14,"See every opportunity as golden, and keep your eyes on the prize, not the obstacles. #ripdad #doingitforyou🙏🏾 #humblehustle🙏🏾👏🏾 https://t.co/lnj7oKtXUy",24,24,25,25.0,22,TOR,@,PHI,W (+9),1,15,2,8,0.25,0,0,,0,0,,3,2,5,1,2,0,2,4,4,1.0,-12,0
14,14,2016-12-14,Let's get it poppin aggies! #beatutep #aggieup,24,24,25,25.0,22,TOR,@,PHI,W (+9),1,15,2,8,0.25,0,0,,0,0,,3,2,5,1,2,0,2,4,4,1.0,-12,1
15,15,2016-12-16,#sagerstrong 🙏🏾 #rip,25,25,26,26.0,22,TOR,,ATL,L (-4),1,8,2,3,0.667,0,0,,0,0,,0,0,0,0,0,3,0,1,4,4.4,-9,0
16,16,2016-12-16,Holiday helpers with my boy Jakob. #wethenorth #doingitforyou https://t.co/lGP0gpHbcO,25,25,26,26.0,22,TOR,,ATL,L (-4),1,8,2,3,0.667,0,0,,0,0,,0,0,0,0,0,3,0,1,4,4.4,-9,0
17,17,2016-12-16,Had fun delivering gifts 🎁 to some families today. #thisiswhyweplay #holidayhelpers #happyholidays https://t.co/rjFQrNsVn9,25,25,26,26.0,22,TOR,,ATL,L (-4),1,8,2,3,0.667,0,0,,0,0,,0,0,0,0,0,3,0,1,4,4.4,-9,0
18,18,2016-12-20,"Beat the odds, do numbers and remain humble. #blessed #doingitforyou🙏🏾 #humblehustle🙏🏾👏🏾 https://t.co/Bsi7pwPaLM",27,27,28,28.0,22,TOR,,BRK,W (+12),1,28,3,3,1.0,0,0,,3,4,0.75,0,3,3,2,0,2,3,3,9,7.2,9,0
19,19,2017-01-01,Good win #aggieup 👏🏾👏🏾,32,32,33,33.0,22,TOR,@,LAL,W (+9),1,31,1,4,0.25,0,0,,1,2,0.5,1,9,10,0,0,4,2,5,3,2.4,-2,1
20,20,2017-01-29,Had fun trying the PlayStation VR and camera out. It's so dope and feels real. Jakob always has to be in the way smh 🤦🏾‍♂️ @playstation https://t.co/CFZq11cDXi,41,47,48,42.0,22,TOR,,ORL,L (-1),0,11,2,3,0.667,0,0,,0,0,,0,0,0,0,0,1,0,1,4,3.0,-13,1
21,21,2017-02-05,Whoops 😬 lol https://t.co/hxXdO7Pgwd,44,51,52,45.0,22,TOR,@,BRK,W (+8),1,29,2,4,0.5,0,0,,2,2,1.0,1,6,7,0,1,0,2,3,6,4.3,15,0
22,22,2017-02-06,Congrats to the national team for winning the African Cup of Nations. Proud to be a Cameroonian 🙌🏾🙏🏾 https://t.co/N3vcldR2ip,45,52,53,46.0,22,TOR,,LAC,W (+9),1,16,1,4,0.25,0,0,,0,0,,0,4,4,0,1,0,0,3,2,0.6,4,0
