,Unnamed: 0,Date,tweets,Unnamed: 0.1,Unnamed: 0.1.1,Rk,G,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,emotion
0,0,2015-11-14,COD,0,8,9,1.0,26,SAS,,PHI,W (+9),0,9,0,0,,0,0,,2,2,1.0,1,1,2,2,1,0,0,0,2,5.4,-8,0
1,1,2015-11-27,No Ceilings 2 tho,3,15,16,4.0,26,SAS,@,DEN,W (+11),0,27,4,8,0.5,1,4,0.25,3,3,1.0,0,2,2,1,2,0,5,2,12,5.5,12,0
2,2,2015-12-12,I'm Lovin It #GoSpursGo,10,24,25,11.0,26,SAS,@,ATL,W (+25),0,19,2,5,0.4,1,1,1.0,4,4,1.0,1,6,7,2,0,0,2,2,9,7.4,6,0
3,3,2015-12-18,Thanks to @brooklynbedding For the Cali King #BestMattressever Love it... Ready to get some #GREATSLEEP https://t.co/yDXwWQX3a6,13,27,28,14.0,26,SAS,,LAC,W (+8),0,8,2,2,1.0,1,1,1.0,0,0,,0,1,1,0,1,0,0,3,5,4.5,17,1
4,4,2015-12-25,HTown,16,30,31,17.0,26,SAS,@,HOU,L (-4),0,9,1,2,0.5,0,1,0.0,0,0,,0,1,1,3,0,0,1,2,2,1.6,-11,0
5,5,2015-12-26,Merry Christmas to All... Be blessed,17,31,32,18.0,26,SAS,,DEN,W (+15),0,16,0,2,0.0,0,0,,0,0,,0,0,0,2,2,0,1,2,0,0.2,-6,0
6,6,2016-01-02,Happy New Year to All..,20,34,35,21.0,26,SAS,,HOU,W (+18),0,9,3,4,0.75,0,1,0.0,0,0,,0,1,1,1,0,1,1,2,6,4.3,0,1
7,7,2016-01-02,S/o my UH Coogs tho on the Big bowl win #PeachBowl #Htown #HolditDine 🤘🏾,20,34,35,21.0,26,SAS,,HOU,W (+18),0,9,3,4,0.75,0,1,0.0,0,0,,0,1,1,1,0,1,1,2,6,4.3,0,-1
8,8,2016-01-12,Game Day!,25,39,40,26.0,26,SAS,@,DET,W (+10),0,6,0,2,0.0,0,1,0.0,0,0,,0,0,0,0,0,1,1,2,0,-2.5,3,1
9,9,2016-02-01,Have a Blessed Sunday!..,33,47,48,34.0,26,SAS,,ORL,W (+15),0,16,2,5,0.4,0,0,,0,0,,0,1,1,1,0,0,1,1,4,0.9,2,1
10,10,2016-02-01,This cold tub ain't no punk 😩,33,47,48,34.0,26,SAS,,ORL,W (+15),0,16,2,5,0.4,0,0,,0,0,,0,1,1,1,0,0,1,1,4,0.9,2,-1
11,11,2016-02-05,Good Morning,35,49,50,36.0,26,SAS,@,DAL,W (+26),0,23,2,4,0.5,1,2,0.5,3,4,0.75,0,0,0,2,1,1,1,3,8,6.5,11,1
12,12,2016-02-10,Game Day!,38,52,53,39.0,26,SAS,@,ORL,W (+2),0,16,0,4,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,1,3,0,-5.0,-4,1
13,13,2016-02-10,EVOL,38,52,53,39.0,26,SAS,@,ORL,W (+2),0,16,0,4,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,1,3,0,-5.0,-4,0
14,14,2016-02-18,LA,39,53,54,40.0,26,SAS,@,LAC,L (-19),0,18,2,5,0.4,0,1,0.0,1,2,0.5,0,4,4,0,2,1,4,4,5,0.2,-6,0
15,15,2016-02-18,HTGAWM..,39,53,54,40.0,26,SAS,@,LAC,L (-19),0,18,2,5,0.4,0,1,0.0,1,2,0.5,0,4,4,0,2,1,4,4,5,0.2,-6,0
16,16,2016-02-19,Game Day!,40,54,55,41.0,26,SAS,@,LAL,W (+6),0,18,3,4,0.75,1,1,1.0,0,0,,1,2,3,1,0,0,1,0,7,6.4,-6,1
17,17,2016-02-24,BallisLife,42,56,57,43.0,26,SAS,@,SAC,W (+16),0,14,2,4,0.5,0,0,,1,1,1.0,0,2,2,2,1,0,0,1,5,5.6,8,0
18,18,2016-02-24,Starburst fav Reds tho #Candycrack,42,56,57,43.0,26,SAS,@,SAC,W (+16),0,14,2,4,0.5,0,0,,1,1,1.0,0,2,2,2,1,0,0,1,5,5.6,8,0
19,19,2016-03-05,#ColleGrove,46,61,62,47.0,26,SAS,,SAC,W (+10),1,15,0,2,0.0,0,1,0.0,0,0,,0,2,2,2,0,0,0,2,0,-0.2,-5,0
20,20,2016-03-28,Happy Easter To All.. Have A Blessed Sunday..!,50,73,74,51.0,26,SAS,@,MEM,W (+14),0,10,1,5,0.2,0,1,0.0,0,0,,0,0,0,0,1,0,0,3,2,-1.3,-5,1
21,21,2016-03-28,In the Midst of It All 🙏🏾,50,73,74,51.0,26,SAS,@,MEM,W (+14),0,10,1,5,0.2,0,1,0.0,0,0,,0,0,0,0,1,0,0,3,2,-1.3,-5,0
22,22,2016-04-08,Call Waiting @wizkhalifa ✊🏾,52,78,79,53.0,26,SAS,@,DEN,L (-4),1,35,5,7,0.714,0,1,0.0,5,5,1.0,1,4,5,0,0,0,2,3,15,10.8,3,0
23,23,2016-04-12,Home Alone #classic,53,80,81,54.0,26,SAS,,OKC,W (+4),0,5,1,2,0.5,0,1,0.0,0,0,,0,0,0,0,0,0,0,1,2,0.6,4,0
24,24,2016-10-27,Out The Zoo #WOPTOBER,59,87,2,2.0,27,SAS,@,SAC,W (+8),0,18,1,2,0.5,0,0,,3,4,0.75,1,1,2,3,0,0,2,3,5,3.5,2,0
25,25,2016-11-04,#YRN2 @Migos 👍🏾🔥,63,91,6,6.0,27,SAS,@,UTA,W (+14),0,21,1,3,0.333,0,0,,1,2,0.5,0,4,4,2,2,0,2,3,3,2.3,15,0
26,26,2016-11-21,What? Didn't see that coming... #wardkovalev,71,99,14,14.0,27,SAS,,DAL,W (+5),0,9,0,2,0.0,0,1,0.0,0,2,0.0,0,1,1,3,1,0,1,2,0,-0.6,0,0
27,27,2016-11-25,Happy ThanksGiving to All..  God Bless! https://t.co/7WcHyCDvE8,73,101,16,16.0,27,SAS,@,BOS,W (+6),0,13,2,4,0.5,0,0,,0,0,,0,0,0,2,1,0,1,1,4,3.0,8,1
28,28,2016-12-05,"Most wins in NFL history by a QB. ""TOMBRADY"" #theGOAT",78,106,21,21.0,27,SAS,@,MIL,W (+1),0,24,3,5,0.6,0,0,,0,0,,0,4,4,2,1,0,1,3,6,5.1,3,-1
29,29,2017-02-06,PatsNation,105,136,51,48.0,27,SAS,@,MEM,L (-15),1,24,2,8,0.25,0,2,0.0,0,0,,0,2,2,0,2,0,1,3,4,-0.4,-14,0
30,30,2017-02-10,When Shawty cornbread feed tho 😬,107,138,53,50.0,27,SAS,@,DET,W (+11),0,15,0,1,0.0,0,0,,0,0,,0,2,2,1,0,0,1,1,0,-0.8,-7,0
31,31,2017-02-10,Detroit,107,138,53,50.0,27,SAS,@,DET,W (+11),0,15,0,1,0.0,0,0,,0,0,,0,2,2,1,0,0,1,1,0,-0.8,-7,0
32,32,2017-02-15,Happy Vday Ladies,109,141,56,52.0,27,SAS,@,ORL,W (+28),0,21,2,7,0.286,0,4,0.0,4,4,1.0,0,5,5,0,0,0,0,2,8,4.6,12,1
33,33,2017-02-24,LA,110,142,57,53.0,27,SAS,@,LAC,W (+8),0,10,2,5,0.4,0,2,0.0,2,2,1.0,0,0,0,1,0,0,0,0,6,4.0,-5,0
34,34,2017-03-21,Can't go big on big,123,155,70,66.0,27,SAS,@,MIN,W (+7),0,16,3,6,0.5,2,3,0.667,0,0,,1,3,4,0,0,0,0,1,8,6.2,-1,-1
35,35,2017-04-02,KMT,129,161,76,72.0,27,SAS,,UTA,W (+6),0,34,7,14,0.5,1,3,0.333,2,2,1.0,0,1,1,2,1,0,1,5,17,9.7,-1,0
36,36,2017-04-07,Dallas,132,164,79,75.0,27,SAS,@,DAL,W (+13),1,38,5,19,0.263,0,5,0.0,2,4,0.5,0,5,5,2,1,0,0,1,12,3.4,7,0
37,37,2017-04-12,👀,135,167,82,78.0,27,SAS,@,UTA,L (-4),0,13,1,4,0.25,0,1,0.0,0,0,,1,1,2,1,0,0,2,0,2,-0.7,-6,0
