,Unnamed: 0,Date,tweets,Unnamed: 0.1,Unnamed: 0.1.1,Rk,G,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,emotion
0,0,2013-11-10,"Good luck to my New Zealand rugby league team! Can't make the game sorry. 
Massive love from the OKC Thunder. #MaoriAllBlacks #NZProud",5,5,6,6.0,20,OKC,,WAS,W (+1),0,20,0,3,0.0,0,0,,1,2,0.5,1,1,2,0,0,2,1,2,1,-0.9,0,1
1,1,2013-11-14,We need Stephen Donald! #TheGreatBeaver,7,7,8,8.0,20,OKC,@,GSW,L (-1),1,14,1,1,1.0,0,0,,1,2,0.5,0,0,0,0,0,0,1,2,3,0.5,-10,-1
2,2,2013-11-14,Let's go NZ!!! #allwhites,7,7,8,8.0,20,OKC,@,GSW,L (-1),1,14,1,1,1.0,0,0,,1,2,0.5,0,0,0,0,0,0,1,2,3,0.5,-10,1
3,3,2013-11-14,Ok guys let's activate the Beaver. #MEXvsNZL,7,7,8,8.0,20,OKC,@,GSW,L (-1),1,14,1,1,1.0,0,0,,1,2,0.5,0,0,0,0,0,0,1,2,3,0.5,-10,0
4,4,2013-11-21,Time for the boys to make a huge come back! We believe! #AllWhites #StandUpNZ,10,10,11,11.0,20,OKC,,LAC,W (+14),0,24,2,5,0.4,0,0,,2,4,0.5,3,4,7,2,0,3,1,4,6,6.7,10,1
5,5,2013-11-21,Mean!!! http://t.co/Zjf6ZKlidO,10,10,11,11.0,20,OKC,,LAC,W (+14),0,24,2,5,0.4,0,0,,2,4,0.5,3,4,7,2,0,3,1,4,6,6.7,10,0
6,6,2013-12-17,My favourite getaway spot. #PickupMan http://t.co/OQTd36OyRj,23,23,24,24.0,20,OKC,@,DEN,W (+12),0,9,0,1,0.0,0,0,,1,2,0.5,1,1,2,0,0,0,1,3,1,-1.3,-1,-1
7,7,2013-12-25,Merry Christmas my kiwis all over the world! #summer #Hangi #MeanFeed,27,27,28,28.0,20,OKC,@,NYK,W (+29),0,12,1,1,1.0,0,0,,3,4,0.75,1,1,2,2,0,0,0,3,5,5.5,9,0
8,8,2013-12-25,"Just watched @TheHobbitMovie 
It's 3 hours long!!!

It should be 4 hours. 
#BarrelRider",27,27,28,28.0,20,OKC,@,NYK,W (+29),0,12,1,1,1.0,0,0,,3,4,0.75,1,1,2,2,0,0,0,3,5,5.5,9,0
9,9,2014-01-04,"Just stumbled across a Samoan in Okc. He was casually talking to me in Samoan... (Me) 😳 ""yea bro weathers real good. Malo""
Hahaha",32,32,33,33.0,20,OKC,@,MIN,W (+4),0,16,4,5,0.8,0,0,,2,2,1.0,4,5,9,0,0,2,2,2,10,11.0,1,1
