,Unnamed: 0,Date,tweets,Unnamed: 0.1,Unnamed: 0.1.1,Rk,G,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,emotion
0,0,2013-12-06,Thanks for all the love and support!:) Please be patient with me as I learn how to use this:) Aciu visiems uz palaikyma!,17,17,18,18.0,21,TOR,@,PHO,L (-9),1,29,4,10,0.4,0,0,,3,4,0.75,4,6,10,3,0,0,0,2,11,11.1,-15,1
1,1,2013-12-13,Had a good practice today. Getting ready for a battle tomorrow against Philly. #rtz http://t.co/XsBBM9ovTU,20,20,21,21.0,21,TOR,,PHI,W (+8),1,32,3,10,0.3,0,0,,6,6,1.0,4,9,13,1,1,1,4,3,12,8.9,-7,1
2,2,2013-12-14,Goodluck to my former teammates @AaronGray_34 @rudygay22 @QuincyAcy welcome to my new ones @greivisvasquez @pdpatt @c_hayes44 &amp; Salmons #FF,21,21,22,22.0,21,TOR,@,CHI,W (+22),1,31,6,11,0.545,0,0,,3,4,0.75,2,9,11,1,1,4,1,4,15,15.3,14,1
3,3,2014-01-03,"Victory baby! Good start to 2014, let's keep it up. Einam :))",30,30,31,31.0,21,TOR,@,WAS,W (+13),1,29,3,5,0.6,0,0,,1,2,0.5,4,3,7,0,0,0,2,5,7,4.0,9,1
4,4,2014-01-05,"It's #NBAFIT Live Healthy Week! @Raptors fans let's start the new year right- be active, eat healthy, play together:) http://t.co/zNGshtUNmw",31,31,32,32.0,21,TOR,@,MIA,L (-5),1,35,7,8,0.875,0,0,,3,4,0.75,1,4,5,0,0,1,2,2,17,13.6,2,0
5,5,2014-01-08,"So you guys like my hat? 
Go to http://t.co/pvzbKPlKvi and post your picture for a chance to… http://t.co/BeSBeUr5kK",33,33,34,34.0,21,TOR,,DET,W (+21),1,26,7,9,0.778,0,0,,2,2,1.0,2,9,11,2,0,2,2,5,16,15.4,7,-1
6,6,2014-01-15,Good nicknames for @LeoRautins @Matt__Devlin @JackArmstrong04 to use on TV http://t.co/tf9DNaP3TX. I picked Jonosaurus this time:) @Bruke123,36,36,37,37.0,21,TOR,@,BOS,L (-5),1,23,1,7,0.143,0,0,,3,4,0.75,4,4,8,1,0,0,1,3,5,2.6,7,1
7,7,2014-01-17,There's a #tbt contest on my facebook today :)) yes this is me as a little kid way back in the day http://t.co/7j8mBPj9la,37,37,38,38.0,21,TOR,,MIN,W (+5),1,23,2,6,0.333,0,0,,0,0,,4,7,11,3,1,0,2,3,4,5.4,18,0
8,8,2014-01-20,Visited some really cool kids in the hospital this week in Toronto. Thank you for having us :)) http://t.co/sRR6ERdaTK,39,39,40,40.0,21,TOR,@,CHA,L (-5),1,18,1,5,0.2,0,0,,0,0,,2,4,6,0,0,1,0,2,2,1.4,-18,1
9,9,2014-01-24,Victory baby:)) congrats @DeMar_DeRozan on the big game!,41,41,42,42.0,21,TOR,@,PHI,W (+9),1,20,3,5,0.6,0,0,,0,0,,2,4,6,0,0,1,3,2,6,3.2,2,1
