,Unnamed: 0,Date,tweets,Unnamed: 0.1,Unnamed: 0.1.1,Rk,G,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,emotion
0,0,2010-03-14,Feels good to get back on the right track. Sometimes u gotta make sumthin outta nothing...,4,5,65,5.0,24,OKC,,UTA,W (+8),0,15,0,2,0.0,0,2,0.0,0,0,,0,2,2,0,1,1,0,3,0,-0.3,1,1
1,1,2010-03-14,Thank u to everybody that showed me love the past few months.. Been tough but I'm ready for the new challenge ahead of me.. Let's go!,4,5,65,5.0,24,OKC,,UTA,W (+8),0,15,0,2,0.0,0,2,0.0,0,0,,0,2,2,0,1,1,0,3,0,-0.3,1,1
2,2,2011-04-01,“@amycox1: @kyleweaver5 Congrats!!  You just keep movin closer to Pullman!  Maybe it's a sign!” maybe??,13,15,1,1.0,25,UTA,,LAL,L (-11),0,10,0,3,0.0,0,0,,2,2,1.0,0,1,1,2,0,0,3,1,2,-1.8,-2,1
3,3,2011-04-01,Struggle builds strength.. Gotta stay strong..,13,15,1,1.0,25,UTA,,LAL,L (-11),0,10,0,3,0.0,0,0,,2,2,1.0,0,1,1,2,0,0,3,1,2,-1.8,-2,-1
4,4,2011-04-05,Beautiful day in LA,15,17,3,3.0,25,UTA,@,LAL,W (+1),0,12,0,5,0.0,0,1,0.0,0,0,,1,2,3,1,0,0,2,0,0,-3.5,-2,1
5,5,2011-04-07,Gotta love the grind... Learning more about me everyday..,16,18,4,4.0,25,UTA,,POR,L (-11),0,8,0,2,0.0,0,0,,2,2,1.0,0,1,1,0,0,0,0,0,2,0.9,2,1
