,Unnamed: 0,Date,tweets,Unnamed: 0.1,Unnamed: 0.1.1,Rk,G,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,emotion
0,0,2016-10-29,DC4 &amp; NBA Basketball Tonight 🙌🏿,1,2,3,2.0,21,BRK,@,MIL,L (-2),0,8,1,1,1.0,0,0,,1,2,0.5,0,0,0,1,1,0,2,3,3,0.8,-5,1
1,1,2016-10-29,Home Opener In Brooklyn 🔥#BrooklynGrit,1,2,3,2.0,21,BRK,@,MIL,L (-2),0,8,1,1,1.0,0,0,,1,2,0.5,0,0,0,1,1,0,2,3,3,0.8,-5,0
2,2,2016-10-31,Big moment - The UNDRAFTED store is live with a limited release - follow us @undraftedshop and hit the link in my bio!!! #UNDRAFTED https://t.co/OQnOFfhjVL,2,3,4,3.0,21,BRK,,CHI,L (-30),0,21,3,11,0.273,0,2,0.0,0,0,,2,2,4,2,0,0,5,3,6,-3.3,-16,0
3,3,2016-10-31,I'm Blessed Up Thank You God 🙏🏿,2,3,4,3.0,21,BRK,,CHI,L (-30),0,21,3,11,0.273,0,2,0.0,0,0,,2,2,4,2,0,0,5,3,6,-3.3,-16,1
4,4,2016-11-02,Hazard Net Forward 🎈,3,4,5,4.0,21,BRK,,DET,W (+8),0,20,2,5,0.4,1,1,1.0,0,0,,0,4,4,4,0,0,5,4,5,-0.3,-3,0
5,5,2016-11-02,Get Better Today 🎈,3,4,5,4.0,21,BRK,,DET,W (+8),0,20,2,5,0.4,1,1,1.0,0,0,,0,4,4,4,0,0,5,4,5,-0.3,-3,0
6,6,2016-11-08,"The first 4,000 fans coming to our game on Sunday vs Central Connecticut will receive a replica banner! #HALLin https://t.co/bglI3wBEtC",5,6,7,6.0,21,BRK,,MIN,W (+9),1,26,2,5,0.4,0,1,0.0,2,2,1.0,2,5,7,7,0,1,2,1,6,9.4,11,1
7,7,2016-11-15,"Sushi, skydiving and the subway.

@BrooklynNets PG @IsaiahW_15 offers his take on life in NYC. #TPTStudioB https://t.co/m8OtQGbAuC",6,10,11,7.0,21,BRK,@,LAL,L (-7),0,9,2,4,0.5,0,1,0.0,0,0,,0,0,0,0,0,1,2,0,4,0.7,3,0
8,8,2016-11-15,"Don't Dwell On The Past. Your History Can't Be Erased, But Your Future Can Be Written🎈",6,10,11,7.0,21,BRK,@,LAL,L (-7),0,9,2,4,0.5,0,1,0.0,0,0,,0,0,0,0,0,1,2,0,4,0.7,3,0
9,9,2016-11-18,Hoping Big Bro @greivisvasquez Surgery Went Well Today Good Guy Right There That Taught Me Lots Of Things In A Short Period 🙏🏿,7,11,12,8.0,21,BRK,@,OKC,L (-19),0,17,2,6,0.333,0,2,0.0,0,0,,0,1,1,4,1,0,1,1,4,3.3,1,1
10,10,2016-11-25,I See You 🙌🏿 Cook Up @InternatlShizz,10,14,15,11.0,21,BRK,@,IND,L (-21),1,29,1,5,0.2,0,2,0.0,2,2,1.0,0,2,2,7,2,2,3,2,4,6.0,-7,0
11,11,2016-11-25,Happy Thanksgiving To Everyone 🙏🏿,10,14,15,11.0,21,BRK,@,IND,L (-21),1,29,1,5,0.2,0,2,0.0,2,2,1.0,0,2,2,7,2,2,3,2,4,6.0,-7,1
12,12,2016-12-01,🙌🏿 @SeanKilpatrick,13,17,18,14.0,21,BRK,,MIL,L (-18),1,31,3,8,0.375,0,2,0.0,2,2,1.0,0,0,0,4,2,1,2,4,8,5.5,-10,0
13,13,2016-12-10,"My brother @IsaiahW_15 always gives me great advice , stand up dude 💪🏾",17,21,22,18.0,21,BRK,@,SAS,L (-29),1,23,3,9,0.333,1,4,0.25,0,0,,0,0,0,2,1,0,3,3,7,0.1,-16,1
14,14,2016-12-12,Silence Is A Source Of Great Strength 🎈,18,22,23,19.0,21,BRK,@,HOU,L (-4),1,24,6,8,0.75,0,1,0.0,1,2,0.5,0,2,2,5,0,0,3,3,13,9.3,-23,1
15,15,2016-12-12,Am I Worthy Of This Gift?,18,22,23,19.0,21,BRK,@,HOU,L (-4),1,24,6,8,0.75,0,1,0.0,1,2,0.5,0,2,2,5,0,0,3,3,13,9.3,-23,-1
16,16,2016-12-12,Giants Getting That Win Today Facts 🙌🏿,18,22,23,19.0,21,BRK,@,HOU,L (-4),1,24,6,8,0.75,0,1,0.0,1,2,0.5,0,2,2,5,0,0,3,3,13,9.3,-23,-1
17,17,2016-12-14,Can't Have A Valid Opinion On A Situation You Never Been In. Idc What You Say 🎈,19,23,24,20.0,21,BRK,,LAL,W (+10),1,24,3,4,0.75,0,0,,2,2,1.0,1,1,2,2,1,0,1,6,8,6.4,11,-1
18,18,2016-12-14,🎈 https://t.co/5MvI2vzGoA,19,23,24,20.0,21,BRK,,LAL,W (+10),1,24,3,4,0.75,0,0,,2,2,1.0,1,1,2,2,1,0,1,6,8,6.4,11,0
19,19,2016-12-14,GAMER 🙏🏿🔵 #SHBB @desirodriguez6,19,23,24,20.0,21,BRK,,LAL,W (+10),1,24,3,4,0.75,0,0,,2,2,1.0,1,1,2,2,1,0,1,6,8,6.4,11,0
