,Unnamed: 0,Date,tweets,Unnamed: 0.1,Unnamed: 0.1.1,Rk,G,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,emotion
0,0,2013-10-30,The real opportunity for success lies within the person and not in the job.,0,1,2,1.0,24,LAL,@,GSW,L (-31),0,8,1,1,1.0,0,0,,0,0,,0,1,1,0,0,1,1,0,2,1.7,-2,-1
1,1,2013-11-05,What’s money? A man is a success if he gets up in the morning and goes to bed at night and in between does what he wants to do.,1,4,5,2.0,24,LAL,@,DAL,L (-19),0,5,0,3,0.0,0,0,,1,2,0.5,1,0,1,1,0,0,0,0,1,-0.1,6,1
2,2,2013-11-12,"If you talk about it, it's a dream, if you envision it, it's possible, but if you schedule it, it's real.",2,8,9,3.0,24,LAL,,NOP,W (+21),0,6,0,2,0.0,0,0,,1,2,0.5,1,3,4,1,0,1,1,2,1,0.4,-2,1
3,3,2013-11-27,"In between goals is a thing called life, that has to be lived and enjoyed.",3,15,16,4.0,24,LAL,@,BRK,W (+5),0,8,1,2,0.5,0,0,,0,0,,0,1,1,0,0,1,0,0,2,2.0,11,-1
4,4,2013-11-29,I am truly thankful for this wonderful life,4,16,17,5.0,24,LAL,@,DET,W (+4),0,13,1,1,1.0,0,0,,2,4,0.5,0,1,1,0,0,1,1,1,4,2.5,7,1
5,5,2013-11-29,"Great win tonight, just keep on progressing",4,16,17,5.0,24,LAL,@,DET,W (+4),0,13,1,1,1.0,0,0,,2,4,0.5,0,1,1,0,0,1,1,1,4,2.5,7,1
6,6,2013-11-29,"People who are crazy enough to think they can change the world, are the ones who do.",4,16,17,5.0,24,LAL,@,DET,W (+4),0,13,1,1,1.0,0,0,,2,4,0.5,0,1,1,0,0,1,1,1,4,2.5,7,0
7,7,2013-12-01,Tropic thunder for the plane ride,5,17,18,6.0,24,LAL,,POR,L (-6),0,24,5,8,0.625,0,0,,2,2,1.0,3,4,7,4,2,3,0,0,12,18.6,15,0
8,8,2013-12-06,This is ridiculous!!! I go to every store and PS4 is sold out everywhere. Damnit,6,18,19,7.0,24,LAL,@,SAC,W (+6),1,17,5,7,0.714,0,0,,1,2,0.5,3,2,5,1,0,2,0,4,11,10.9,-3,-1
9,9,2013-12-06,"People often say that motivation doesn’t last. Well, neither does bathing.  That’s why we recommend it daily.",6,18,19,7.0,24,LAL,@,SAC,W (+6),1,17,5,7,0.714,0,0,,1,2,0.5,3,2,5,1,0,2,0,4,11,10.9,-3,-1
10,10,2013-12-08,Happiness is not something you postpone for the future; it is something you design for the present.,7,19,20,8.0,24,LAL,,TOR,L (-12),1,10,1,3,0.333,0,0,,0,0,,0,1,1,0,0,0,0,2,2,-0.2,-14,1
