,Unnamed: 0,Date,tweets,Unnamed: 0.1,Unnamed: 0.1.1,Rk,G,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,emotion
0,0,2021-04-14,"You,me, @IQ_GodSon. #VerizonUp members can grab their spots TOMORROW. Just hit the My @Verizon app while they last. https://t.co/TC7dohyGhp And look out for #Knicks gear &amp; more hoops rewards all season. #NewYorkForever #VerizonPartner https://t.co/6Un6fq1B4v",45,55,56,46.0,23,NYK,@,NOP,W (+10),0,6,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,0,0,-0.4,4,0
