,Unnamed: 0,Date,tweets,Unnamed: 0.1,Unnamed: 0.1.1,Rk,G,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,emotion
0,0,2020-12-26,Merry Christmas #DFTW #DIFM2,1,1,2,2,19,MIN,@,UTA,W (+5),0,22,8,12,0.667,2,3,0.667,0,0,,0,1,1,1,2,0,0,4,18,14.2,6,0
1,1,2020-12-27,Game day!!! Let’s get it!!,2,2,3,3,19,MIN,@,LAL,L (-36),0,29,6,21,0.286,1,9,0.111,2,2,1.0,2,2,4,2,1,0,1,2,15,5.3,-14,1
2,2,2021-01-09,"Hey Wolves’ fans! About to drop the next episode of Choppin It Up With AntMan.  Drop yo questions below‼️

#DontFollowTheWave #DIFM2 #AE5 #DFTW #AntmanIsOnTheClock #GreatnessAwaits #Auth5ntic #A1FromDay1 #RespectTheProcess #LockIn #LetMeShine #ChoppinItUpWithAntman #threefifths",8,8,9,9,19,MIN,,SAS,L (-3),0,30,5,11,0.455,1,4,0.25,2,2,1.0,0,4,4,4,0,0,3,3,13,7.1,2,1
3,3,2021-01-10,"Episode 2 Out Now. @Timberwolves 

Who’s Better Tom Brady or Anthony Edwards❓| Choppin It Up With Antman https://t.co/Y6jni8E2fd",9,9,10,10,19,MIN,,SAS,W (+8),0,18,0,8,0.0,0,2,0.0,0,0,,3,3,6,1,0,0,2,1,0,-4.3,-5,0
4,4,2021-01-10,What y’all think?🤔 #ChoppinItUpWithAntman https://t.co/IxmH5MSACW,9,9,10,10,19,MIN,,SAS,W (+8),0,18,0,8,0.0,0,2,0.0,0,0,,3,3,6,1,0,0,2,1,0,-4.3,-5,-1
5,5,2021-02-24,Its bout that time #DIFM2,32,32,33,33,19,MIN,@,CHI,L (-7),1,37,7,20,0.35,3,9,0.333,4,4,1.0,3,6,9,6,2,0,3,2,21,16.1,5,0
6,6,2021-02-27,https://t.co/wJ9dFDGML9 #DIFM2 https://t.co/MTLGtkQQ5f,33,33,34,34,19,MIN,@,WAS,L (-16),1,32,9,22,0.409,3,11,0.273,0,2,0.0,2,4,6,0,1,2,1,2,21,11.6,2,-1
7,7,2021-03-03,Lets get it #DIFM2,35,35,36,36,19,MIN,,CHO,L (-33),1,33,8,23,0.348,1,10,0.1,2,2,1.0,3,2,5,3,2,0,4,2,19,8.1,-24,0
8,8,2021-03-11,"Check out DRAFTED podcast with me and my boy @TyreseMaxey for Season 2 - listen to episode 1 now on @iHeartRadio, @spotifypodcasts and @ApplePodcasts: https://t.co/d2PGCOqupX https://t.co/gDhSv62M9h",36,36,37,37,19,MIN,@,NOP,W (+30),1,37,10,22,0.455,2,5,0.4,5,6,0.833,0,4,4,2,3,0,3,3,27,16.6,11,1
9,9,2021-03-16,🕺🏾 young boy got a bright future @theantedwards_ https://t.co/A0PIvioNCk,39,39,40,40,19,MIN,@,LAL,L (-16),1,38,11,22,0.5,3,7,0.429,4,6,0.667,2,2,4,1,1,0,2,1,29,18.5,-17,0
10,10,2021-03-31,Making History!!! 1st young lady selected to Iverson Classic!! @HollywoodRaven  #respecttheprocess https://t.co/hfFsqpvsXp,47,47,48,48,19,MIN,,NYK,W (+1),1,36,9,16,0.563,2,7,0.286,4,5,0.8,1,1,2,3,3,4,3,3,24,20.7,14,1
11,11,2021-04-03,"My fam went crazy today! Raven had 25pts, 10rebs, 9asts, 7stls to advance to the Geico National Championship! 1 more to go @HollywoodRaven https://t.co/FdSqiU4hiU",49,49,50,50,19,MIN,@,PHI,L (-9),1,41,10,23,0.435,3,7,0.429,4,4,1.0,1,0,1,1,1,0,4,1,27,12.9,-9,1
12,12,2021-04-03,DIFM2,49,49,50,50,19,MIN,@,PHI,L (-9),1,41,10,23,0.435,3,7,0.429,4,4,1.0,1,0,1,1,1,0,4,1,27,12.9,-9,0
13,13,2021-05-01,More to Come #DIFM2,64,64,65,65,19,MIN,,NOP,L (-4),1,38,9,21,0.429,2,7,0.286,9,11,0.818,2,7,9,6,0,1,6,3,29,18.3,-8,0
