,Unnamed: 0,Date,tweets,Unnamed: 0.1,Unnamed: 0.1.1,Rk,G,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,emotion
0,0,2010-10-29,My wife calls me a twitter lurker. Should I feel bad?,1,1,2,2.0,30,LAL,@,PHO,W (+8),0,19,2,8,0.25,2,5,0.4,0,0,,1,0,1,2,0,0,0,3,6,2.1,10,-1
1,1,2010-10-29,So it seems like it is ok to lurk. As long as I make shots. I'll try and keep it up.,1,1,2,2.0,30,LAL,@,PHO,W (+8),0,19,2,8,0.25,2,5,0.4,0,0,,1,0,1,2,0,0,0,3,6,2.1,10,-1
2,2,2012-03-06,Congrats to @lakereczemadad for winning my wife's weekly giveaway!  Go to http://t.co/BqDwLjcb for more info.,112,127,38,25.0,32,LAL,@,DET,L (-3),0,21,0,2,0.0,0,2,0.0,0,0,,0,2,2,4,0,0,0,2,0,1.2,-14,0
3,3,2012-10-30,Nice. RT @meganjacobo: @SteveBlake5 ill be repping the Lakers from Miami ! your home town !,153,168,1,1.0,32,LAL,,DAL,L (-8),0,14,0,2,0.0,0,1,0.0,0,0,,0,0,0,6,1,0,1,2,0,2.0,-5,1
4,4,2012-10-30,Sure. Thx for the support! RT @ali_ismail014: @SteveBlake5 I'm too pumped!!! Die hard fan from Detroit!! Can I get a RT? #GoLakers,153,168,1,1.0,32,LAL,,DAL,L (-8),0,14,0,2,0.0,0,1,0.0,0,0,,0,0,0,6,1,0,1,2,0,2.0,-5,1
5,5,2012-10-30,Just finished another late night session shooting in the gym. Opening night coming soon. Who's ready? #Lakers,153,168,1,1.0,32,LAL,,DAL,L (-8),0,14,0,2,0.0,0,1,0.0,0,0,,0,0,0,6,1,0,1,2,0,2.0,-5,0
6,6,2012-10-30,"My thoughts &amp; prayers are w/ all the east coasters in #Sandy's path, stay inside &amp; be safe #scarystuff",153,168,1,1.0,32,LAL,,DAL,L (-8),0,14,0,2,0.0,0,1,0.0,0,0,,0,0,0,6,1,0,1,2,0,2.0,-5,1
7,7,2012-10-31,Headed in to Staples now. Opening night. Lets get that W! #Lakers,154,169,2,2.0,32,LAL,@,POR,L (-10),0,28,3,4,0.75,1,1,1.0,0,0,,1,2,3,3,2,0,0,0,7,10.8,3,-1
8,8,2012-11-04,Thoughts and prayers for @SteveNash and a speedy recovery from his injury! #LakerFamily,156,171,4,4.0,32,LAL,,DET,W (+29),1,30,2,4,0.5,2,3,0.667,0,0,,0,5,5,6,5,0,2,2,6,11.9,25,-1
9,9,2012-11-04,Cheering my son's team on to another victory before heading in to the gym. Another sunny day in LA. #blessed http://t.co/cnOooxgJ,156,171,4,4.0,32,LAL,,DET,W (+29),1,30,2,4,0.5,2,3,0.667,0,0,,0,5,5,6,5,0,2,2,6,11.9,25,1
10,10,2012-11-09,Just got home to my wife's fresh baked cookies. Good stuff. http://t.co/yKJwH9sk,158,173,6,6.0,32,LAL,,GSW,W (+24),1,22,2,6,0.333,1,3,0.333,2,2,1.0,0,2,2,2,0,0,1,4,7,3.0,9,1
11,11,2013-01-30,#focus #intensity #teamwork RT @kobebryant Tonight is a big test to see if we can maintain our focus and intensity. #countondoinwork,161,213,46,9.0,32,LAL,@,PHO,L (-6),0,17,1,4,0.25,0,2,0.0,0,0,,0,0,0,3,0,1,1,1,2,1.0,2,0
12,12,2013-01-30,Thanks Fusion Sushi for my special dish! #LakerPride http://t.co/0t7AG38t,161,213,46,9.0,32,LAL,@,PHO,L (-6),0,17,1,4,0.25,0,2,0.0,0,0,,0,0,0,3,0,1,1,1,2,1.0,2,1
13,13,2013-01-30,Home vs Hornets today. Let's play OUR GAME. RT.  #GoLakers,161,213,46,9.0,32,LAL,@,PHO,L (-6),0,17,1,4,0.25,0,2,0.0,0,0,,0,0,0,3,0,1,1,1,2,1.0,2,0
14,14,2013-02-05,A ring is a reminder. #BasketballNeverStops http://t.co/JAEhXMmH,164,216,49,12.0,32,LAL,@,BRK,W (+9),0,17,3,6,0.5,1,2,0.5,0,0,,0,2,2,2,0,0,1,3,7,3.8,-4,0
15,15,2013-02-08,Primetime vs the Boston Celtics 2nite. RT for the @lakers #ready2go http://t.co/7rLZfFR2,166,218,51,14.0,32,LAL,@,CHA,W (+7),0,18,0,5,0.0,0,4,0.0,0,0,,0,2,2,4,0,0,1,0,0,-1.1,11,0
