,Unnamed: 0,Date,tweets,Unnamed: 0.1,Unnamed: 0.1.1,Rk,G,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,emotion
0,0,2014-10-29,I've never been a part of something like this. Proud to be a part of #HEATNation. Watch tonight at 8pm… http://t.co/UwndwccFgu,0,0,1,1,24,MIA,,WAS,W (+12),0,15,2,4,0.5,0,2,0.0,1,1,1.0,0,2,2,0,0,0,0,1,5,3.2,7,0
1,1,2014-12-07,In Memphis game tomorrow!!!,19,19,20,20,24,MIA,@,MEM,L (-16),0,7,1,1,1.0,1,1,1.0,0,0,,0,0,0,0,0,0,0,0,3,2.7,-2,0
2,2,2014-12-07,I love the cold weather :),19,19,20,20,24,MIA,@,MEM,L (-16),0,7,1,1,1.0,1,1,1.0,0,0,,0,0,0,0,0,0,0,0,3,2.7,-2,1
3,3,2014-12-09,"I will be making an in store appearance on December 20, 2014 from 2pm-4pm at The Edition Sneaker Boutique in Miami. http://t.co/pOUg5hjY2k",20,20,21,21,24,MIA,@,PHO,W (+6),0,14,1,2,0.5,0,1,0.0,2,2,1.0,0,3,3,2,2,1,0,0,4,8.0,-10,1
4,4,2014-12-09,I just want to thank God for allowing me to see another beautiful day 💯🙏,20,20,21,21,24,MIA,@,PHO,W (+6),0,14,1,2,0.5,0,1,0.0,2,2,1.0,0,3,3,2,2,1,0,0,4,8.0,-10,1
5,5,2014-12-10,J. Cole 🔥💯,21,21,22,22,24,MIA,@,DEN,L (-20),0,12,0,3,0.0,0,1,0.0,2,2,1.0,1,2,3,2,0,1,0,0,2,3.3,4,0
6,6,2014-12-27,It's levels to this!!! 💯,28,30,31,29,24,MIA,,MEM,L (-8),0,5,0,2,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-1.4,1,0
7,7,2015-01-08,Wheels up west coast trip ✈️🙏,31,35,36,32,24,MIA,@,POR,L (-16),0,15,1,3,0.333,0,0,,1,2,0.5,0,2,2,0,0,0,0,0,3,1.5,11,0
8,8,2015-01-27,"Big thanks to @TheEditionStore for the fresh Air Jordan 11 Retro ""Legend Blue""",37,44,45,38,24,MIA,,MIL,L (-7),0,19,1,3,0.333,0,2,0.0,0,0,,0,0,0,0,1,0,0,5,2,-0.7,-14,1
9,9,2015-02-01,Wheels up to Boston ✈️🙏,39,46,47,40,24,MIA,@,BOS,W (+8),0,24,3,6,0.5,0,2,0.0,2,2,1.0,0,3,3,0,1,0,3,1,8,3.5,7,1
