,Unnamed: 0,Date,tweets,Unnamed: 0.1,Unnamed: 0.1.1,Rk,G,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,emotion
0,0,2018-12-06,"Just
Be 🤟🏽😈🤟🏽
Great",2,24,25,3.0,19,POR,,PHO,W (+22),0,7,0,4,0.0,0,2,0.0,0,2,0.0,0,1,1,0,0,0,0,1,0,-3.7,-9,1
1,1,2019-03-20,You never know who's going to stop by your school... thanks to Zach and Gary for surprising the kids at Margaret Scott Elementary this month with a PE Takeover and team poster giveaway! https://t.co/2o4VI3vij0,10,70,71,11.0,20,POR,,DAL,W (+8),0,7,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,1,1,0,-1.8,-1,1
2,2,2019-12-20,Carmelo called for the alley-oop and threw it down 😤 https://t.co/SdeONAAMVY,30,110,29,16.0,20,POR,,ORL,W (+15),0,18,2,4,0.5,2,3,0.667,0,0,,0,1,1,0,0,0,1,2,6,2.5,-6,-1
3,3,2020-01-20,"First Blazer with 30 points off the bench since Allen Crabbe on 1/8/17.

@gtrentjr | #RipCity https://t.co/r7LGfCDKYB",46,126,45,32.0,21,POR,,GSW,W (+5),0,41,4,14,0.286,1,10,0.1,2,2,1.0,0,1,1,4,0,0,0,4,11,4.3,5,1
4,4,2020-02-09,"“It’s the truth: I honestly feel like I am a dog on the court. Off the court I’m nice, I’m lovable, I joke around. But in between the lines, it’s go time.” — @gtrentjr",55,135,54,41.0,21,POR,,MIA,W (+6),0,33,8,11,0.727,5,7,0.714,1,1,1.0,1,3,4,0,4,0,0,4,22,21.5,-7,-1
5,5,2020-02-09,Donovan Mitchell: “I don’t see why a guy like Gary Trent should come in and think he can just punk us. ... We’re not a team that you can come in and just talk trash to. We’re not just gonna back down. ... That’s what we kinda lacked the past few games — just toughness.” https://t.co/Repl9u006a,55,135,54,41.0,21,POR,,MIA,W (+6),0,33,8,11,0.727,5,7,0.714,1,1,1.0,1,3,4,0,4,0,0,4,22,21.5,-7,-1
6,6,2020-02-11,🔙🔜 https://t.co/f0Cnrv83DO,56,136,55,42.0,21,POR,@,NOP,L (-21),0,27,2,8,0.25,0,4,0.0,0,0,,1,1,2,1,1,0,1,2,4,0.1,-17,0
7,7,2020-08-02,"I’m back 🖤

one last run... let’s get it BUFFNATION https://t.co/V8f455Z7a8",69,149,68,55.0,21,POR,@,BOS,L (-4),0,34,7,12,0.583,7,11,0.636,0,0,,1,0,1,1,1,1,0,2,21,17.7,8,-1
8,8,2020-08-06,Bro gone come back better than ever 🖤 💯🙏🏽  @jarenjacksonjr https://t.co/MWrFRxKH7n,71,151,70,57.0,21,POR,@,DEN,W (+10),0,36,10,15,0.667,7,10,0.7,0,0,,2,1,3,4,2,0,1,0,27,26.0,19,0
9,9,2020-08-06,Built for the moment. https://t.co/Uycuu9j1pG,71,151,70,57.0,21,POR,@,DEN,W (+10),0,36,10,15,0.667,7,10,0.7,0,0,,2,1,3,4,2,0,1,0,27,26.0,19,0
10,10,2020-08-06,He really nice @gtrentjr  🥶,71,151,70,57.0,21,POR,@,DEN,W (+10),0,36,10,15,0.667,7,10,0.7,0,0,,2,1,3,4,2,0,1,0,27,26.0,19,1
11,11,2020-08-06,Ever since I can remember I been fresh 🤣🤣🤣🤘🏾,71,151,70,57.0,21,POR,@,DEN,W (+10),0,36,10,15,0.667,7,10,0.7,0,0,,2,1,3,4,2,0,1,0,27,26.0,19,1
12,12,2020-08-06,"I took off just like a Rocket (I’m gone)
Olajuwon, Hakeem 🎼🎶 - @1future 
#Play4jb #JustBeGreat https://t.co/aezrBygdIX",71,151,70,57.0,21,POR,@,DEN,W (+10),0,36,10,15,0.667,7,10,0.7,0,0,,2,1,3,4,2,0,1,0,27,26.0,19,-1
13,13,2020-08-08,"Trail Blazers' guard Gary Trent Jr. grew up playing with and against Denver forward Michael Porter Jr.  ""Off the court, we're great friends, we're amazing friends. It's all love. But when we're on the court, I don't know him."" - Trent keeping it real.  #RipCity @gtrentjr https://t.co/gCnYh2TMav",72,152,71,58.0,21,POR,,LAC,L (-5),0,35,7,13,0.538,6,10,0.6,2,2,1.0,0,0,0,1,1,0,0,2,22,16.6,-9,-1
