,Unnamed: 0,Date,tweets,Unnamed: 0.1,Unnamed: 0.1.1,Rk,G,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,emotion
0,0,2012-02-28,He's always on time....... http://t.co/2eur7HqI,0,0,1,1.0,31,LAC,,MIN,L (-12),0,17,0,1,0.0,0,0,,0,0,,2,1,3,1,1,0,1,4,0,0.1,-15,0
1,1,2012-03-01,Sorry for all the bogus tweets if you've gotten any it's been hacking going on but problem is resolved..#SocietyLife,1,1,2,2.0,31,LAC,@,SAC,W (+8),0,24,5,8,0.625,3,4,0.75,0,0,,0,2,2,1,0,0,0,2,13,9.9,11,0
2,2,2012-03-01,The Beginning........... http://t.co/h5swJFLB,1,1,2,2.0,31,LAC,@,SAC,W (+8),0,24,5,8,0.625,3,4,0.75,0,0,,0,2,2,1,0,0,0,2,13,9.9,11,0
3,3,2012-03-01,http://t.co/ZPlS9qCq......These old things... http://t.co/E1qKWBFy,1,1,2,2.0,31,LAC,@,SAC,W (+8),0,24,5,8,0.625,3,4,0.75,0,0,,0,2,2,1,0,0,0,2,13,9.9,11,0
4,4,2012-03-01,Make sure we as the people VOTE http://t.co/IJ6nOCKS,1,1,2,2.0,31,LAC,@,SAC,W (+8),0,24,5,8,0.625,3,4,0.75,0,0,,0,2,2,1,0,0,0,2,13,9.9,11,0
5,5,2012-03-07,Society Life......Earn your Keep..... http://t.co/zVm7qKRn,5,5,6,6.0,31,LAC,@,NJN,L (-1),0,7,1,2,0.5,1,2,0.5,0,0,,0,1,1,0,0,0,1,0,3,1.3,-9,0
6,6,2012-03-09,Late nights and early mornings......Time to go night night Nicca......#SocietyLife,6,6,7,7.0,31,LAC,@,SAS,W (+12),0,28,1,6,0.167,1,3,0.333,0,0,,1,6,7,1,2,0,1,4,3,1.8,20,1
7,7,2012-03-12,One thing about life is that u learn to keep positive ppl close that strive for Success and separate from the negative.#SocietyLife,8,8,9,9.0,31,LAC,,BOS,L (-9),0,24,2,5,0.4,2,4,0.5,0,0,,1,2,3,0,1,0,1,3,6,3.4,-7,1
8,8,2012-03-14,Chilling wit my man DJ on the Under Armour photo shoot #societylife   http://t.co/Cezmto22,9,9,10,10.0,31,LAC,,ATL,W (+14),0,21,0,5,0.0,0,4,0.0,0,0,,0,2,2,0,1,0,0,6,0,-4.3,2,0
9,9,2012-03-14,One thing in Life is when you make excuses and take short cuts eventually you never make it around the corner....#SocietyLife,9,9,10,10.0,31,LAC,,ATL,W (+14),0,21,0,5,0.0,0,4,0.0,0,0,,0,2,2,0,1,0,0,6,0,-4.3,2,0
