,Unnamed: 0,Date,tweets,Unnamed: 0.1,Unnamed: 0.1.1,Rk,G,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,emotion
0,0,2019-11-02,Bet,5,5,6,6.0,21,CHO,@,GSW,W (+6),1,33,5,8,0.625,1,3,0.333,0,0,,1,4,5,2,2,0,1,4,11,10.1,-2,0
1,1,2019-11-13,".@PJWashington teamed up with @FoodLion and Steele Creek AME Zion Church to provide Thanksgiving meals to 100 families in the Charlotte community

#AllFly | @HornetsGive https://t.co/KFMzxHtdfZ",10,10,11,11.0,21,CHO,,MEM,L (-2),1,27,2,7,0.286,1,4,0.25,0,0,,0,3,3,1,0,2,0,1,5,3.5,2,0
2,2,2019-11-18,"On opening night, Hornets rookie, @PJWashington, set an NBA record with how many three-pointers ever made for a rookie debut?

A. 5
B. 6
C. 7

Guess below for a chance to win a @Walmart Ultimate HQ Prize Pack! https://t.co/mNCSFzmsnY",13,13,14,14.0,21,CHO,@,TOR,L (-36),1,17,2,5,0.4,1,3,0.333,0,0,,0,0,0,2,0,0,1,5,5,0.7,-27,0
3,3,2019-11-22,👀,15,15,16,16.0,21,CHO,@,WAS,L (-7),1,29,3,9,0.333,1,1,1.0,0,0,,2,5,7,2,0,2,2,3,7,4.4,-4,0
4,4,2019-11-22,.@Devonte4Graham is the 4th player in NBA history to record 50+ threes and 100+ assists in his team's first 15 games of the season! 💪🏽🔥 https://t.co/IsNbXAUt1n,15,15,16,16.0,21,CHO,@,WAS,L (-7),1,29,3,9,0.333,1,1,1.0,0,0,,2,5,7,2,0,2,2,3,7,4.4,-4,1
5,5,2019-12-02,Who’s tryin to play park?,21,21,22,22.0,21,CHO,,PHO,L (-5),1,18,5,7,0.714,0,2,0.0,1,2,0.5,0,1,1,2,0,0,1,4,11,6.8,-6,0
6,6,2019-12-02,"Benny Snell really has a spinner IN HIS MOUTHGUARD 😮

(via @thecheckdown) https://t.co/JQozMzFGFP",21,21,22,22.0,21,CHO,,PHO,L (-5),1,18,5,7,0.714,0,2,0.0,1,2,0.5,0,1,1,2,0,0,1,4,11,6.8,-6,0
7,7,2019-12-13,Family means everything to me. Blessed to be able to give back to my hometown of Dallas and the @CrohnsColitisFn in support of kids in need. Thanks to @getethoslife for helping to impact the community I call home. ✍️🉑 #EthosForGood https://t.co/JOKeerOm3i,27,27,28,28.0,21,CHO,@,CHI,W (+10),1,38,6,17,0.353,0,3,0.0,1,2,0.5,1,9,10,2,1,3,2,2,13,8.2,11,0
8,8,2019-12-29,"#Kentucky is 🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵🔵

#BBN #TGT https://t.co/2YDFPfARA7",29,34,35,30.0,21,CHO,@,MEM,L (-13),1,28,5,9,0.556,4,6,0.667,2,5,0.4,0,4,4,1,0,1,0,2,16,12.3,-17,-1
9,9,2019-12-29,Keep that same energy ✍🏽,29,34,35,30.0,21,CHO,@,MEM,L (-13),1,28,5,9,0.556,4,6,0.667,2,5,0.4,0,4,4,1,0,1,0,2,16,12.3,-17,0
