,Unnamed: 0,Date,tweets,Unnamed: 0.1,Unnamed: 0.1.1,Rk,G,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,emotion
0,0,2013-10-30,This dude @Jarrettjack03 is going  over board with this ... Smh #RookieTalk lmaoo,0,0,1,1.0,20,CLE,,BRK,W (+4),0,15,0,5,0.0,0,3,0.0,2,4,0.5,1,4,5,0,0,0,0,1,2,-0.8,10,-1
1,1,2013-11-01,RT @UrFaveLatina: Meanwhile in Atlanta ..... https://t.co/9JKV736dD1,1,1,2,2.0,20,CLE,@,CHA,L (-6),0,13,0,3,0.0,0,2,0.0,0,0,,0,1,1,0,1,0,0,4,0,-2.4,-3,-1
2,2,2013-11-02,Needa watch what's going on at all times cause you never know what's poppin' .. It's only getting worse too,2,2,3,3.0,20,CLE,@,IND,L (-15),0,13,0,4,0.0,0,1,0.0,0,0,,2,4,6,0,2,0,0,1,0,1.4,-11,0
3,3,2013-11-02,Hopefully the LAX shooting isn't that bad ..,2,2,3,3.0,20,CLE,@,IND,L (-15),0,13,0,4,0.0,0,1,0.0,0,0,,2,4,6,0,2,0,0,1,0,1.4,-11,-1
4,4,2013-11-04,"Times like these can make a persons mind stronger .. It's a New Day , gotta keep pushing",3,3,4,4.0,20,CLE,,MIN,W (+1),0,10,0,3,0.0,0,2,0.0,0,0,,0,1,1,0,1,1,0,1,0,-0.5,0,-1
5,5,2013-11-04,Best thing about it is ... We got 79 more to go,3,3,4,4.0,20,CLE,,MIN,W (+1),0,10,0,3,0.0,0,2,0.0,0,0,,0,1,1,0,1,1,0,1,0,-0.5,0,0
6,6,2013-11-04,RT @ProHoops: @AnthonyBennett without resistance there is no real growth. #fightermentality,3,3,4,4.0,20,CLE,,MIN,W (+1),0,10,0,3,0.0,0,2,0.0,0,0,,0,1,1,0,1,1,0,1,0,-0.5,0,-1
7,7,2013-12-23,&amp; Power is Out .. The struggle,20,26,27,21.0,20,CLE,,DET,L (-23),0,16,3,7,0.429,0,1,0.0,1,2,0.5,0,2,2,0,0,0,3,2,7,-0.3,-21,0
8,8,2013-12-23,Heard outside is looking mod back home .. Better clear up soon,20,26,27,21.0,20,CLE,,DET,L (-23),0,16,3,7,0.429,0,1,0.0,1,2,0.5,0,2,2,0,0,0,3,2,7,-0.3,-21,0
9,9,2014-01-02,RIP James Avery,25,31,32,26.0,20,CLE,,ORL,W (+6),0,11,0,4,0.0,0,1,0.0,0,0,,1,2,3,1,1,0,2,3,0,-3.0,-4,0
