,Unnamed: 0,Date,tweets,Unnamed: 0.1,Unnamed: 0.1.1,Rk,G,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,emotion
0,0,2012-01-29,In the air to Boston,1,1,19,2,23,CLE,@,BOS,W (+1),0,12,2,3,0.667,0,0,,0,0,,0,2,2,0,1,0,0,1,4,3.9,9,0
1,1,2012-01-31,Whenever I hear the word bird I think of this dude @yGDsutTlE1 🐦 lol,2,2,20,3,23,CLE,,BOS,L (-3),1,31,3,9,0.333,2,4,0.5,0,0,,0,1,1,4,1,1,3,2,8,3.9,-13,-1
2,2,2012-02-03,PF Changs,3,3,21,4,23,CLE,@,ORL,L (-8),1,30,0,6,0.0,0,3,0.0,0,0,,0,0,0,1,0,0,1,1,0,-4.9,-16,0
