,Unnamed: 0,Date,tweets,Unnamed: 0.1,Unnamed: 0.1.1,Rk,G,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,emotion
0,0,2014-10-30,http://t.co/P3we1IXtMs http://t.co/Xr0Y8mxk8H,61,83,2,2.0,24,MIN,,DET,W (+6),0,17,1,2,0.5,0,0,,2,2,1.0,1,4,5,0,0,2,0,0,4,6.3,-5,0
1,1,2014-10-30,Let's have a good start tonight.#Twolves http://t.co/bRvNVT20gn http://t.co/LjRhuopH0V,61,83,2,2.0,24,MIN,,DET,W (+6),0,17,1,2,0.5,0,0,,2,2,1.0,1,4,5,0,0,2,0,0,4,6.3,-5,1
2,2,2014-11-07,http://t.co/PGw3uhpsNu http://t.co/aezpEs4r2n,64,86,5,5.0,24,MIN,@,ORL,L (-9),0,25,5,9,0.556,0,0,,1,2,0.5,2,8,10,1,2,2,1,3,11,12.0,9,0
3,3,2014-11-07,http://t.co/R4bihurx0v http://t.co/TCXB70D4lP,64,86,5,5.0,24,MIN,@,ORL,L (-9),0,25,5,9,0.556,0,0,,1,2,0.5,2,8,10,1,2,2,1,3,11,12.0,9,0
4,4,2014-11-07,http://t.co/9fZ8xxr2kF http://t.co/Y5AFUOij5S,64,86,5,5.0,24,MIN,@,ORL,L (-9),0,25,5,9,0.556,0,0,,1,2,0.5,2,8,10,1,2,2,1,3,11,12.0,9,0
5,5,2014-11-07,Zack and I HaHa http://t.co/JWjndV54wE http://t.co/iKupKrmuRj,64,86,5,5.0,24,MIN,@,ORL,L (-9),0,25,5,9,0.556,0,0,,1,2,0.5,2,8,10,1,2,2,1,3,11,12.0,9,-1
6,6,2014-11-12,#twolves  in Mexico city http://t.co/oDxslxweH0 http://t.co/TM5Ho0i8xR,66,88,7,7.0,24,MIN,,HOU,L (-12),0,14,3,7,0.429,0,1,0.0,2,2,1.0,1,2,3,2,0,2,1,1,8,7.0,-12,0
7,7,2014-11-12,http://t.co/XGzOq1IHDB http://t.co/pxLHg65rz5,66,88,7,7.0,24,MIN,,HOU,L (-12),0,14,3,7,0.429,0,1,0.0,2,2,1.0,1,2,3,2,0,2,1,1,8,7.0,-12,0
8,8,2014-11-12,http://t.co/AtV3PH96Zi http://t.co/5qA1Q5NWjK,66,88,7,7.0,24,MIN,,HOU,L (-12),0,14,3,7,0.429,0,1,0.0,2,2,1.0,1,2,3,2,0,2,1,1,8,7.0,-12,0
9,9,2014-11-12,http://t.co/iOrKHRG08X http://t.co/5aggBNpNSM,66,88,7,7.0,24,MIN,,HOU,L (-12),0,14,3,7,0.429,0,1,0.0,2,2,1.0,1,2,3,2,0,2,1,1,8,7.0,-12,0
