,Unnamed: 0,Date,tweets,Unnamed: 0.1,Unnamed: 0.1.1,Rk,G,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,emotion
0,0,2012-11-02,Wishing Syracuse Orange good luck this season yessir. #CuseNation,1,1,2,2.0,20,CLE,,CHI,L (-29),1,25,3,7,0.429,1,2,0.5,0,2,0.0,0,2,2,4,1,1,2,2,7,4.8,-9,1
1,1,2012-11-02,Naw that's really me unk lol RT @RealKrisJo: @dionwaiters3 oh ight thats really you ctfu. Thought it was a fraud B,1,1,2,2.0,20,CLE,,CHI,L (-29),1,25,3,7,0.429,1,2,0.5,0,2,0.0,0,2,2,4,1,1,2,2,7,4.8,-9,0
2,2,2012-11-02,It got deleted RT @iWasMRBORNready: “@dionwaiters3 Follow my new page on instagram (waiters3). RT RT RT”/ what happen to the old one,1,1,2,2.0,20,CLE,,CHI,L (-29),1,25,3,7,0.429,1,2,0.5,0,2,0.0,0,2,2,4,1,1,2,2,7,4.8,-9,-1
3,3,2012-11-02,Follow my new page on instagram (waiters3). RT RT RT,1,1,2,2.0,20,CLE,,CHI,L (-29),1,25,3,7,0.429,1,2,0.5,0,2,0.0,0,2,2,4,1,1,2,2,7,4.8,-9,0
4,4,2012-11-02,Im chillin RT @DAMN_LissaLove: @dionwaiters3 wassup thoo?,1,1,2,2.0,20,CLE,,CHI,L (-29),1,25,3,7,0.429,1,2,0.5,0,2,0.0,0,2,2,4,1,1,2,2,7,4.8,-9,0
5,5,2012-11-02,Ctfuuuuuu RT @RealKrisJo: @dionwaiters3 loccy loc cant! Lmao,1,1,2,2.0,20,CLE,,CHI,L (-29),1,25,3,7,0.429,1,2,0.5,0,2,0.0,0,2,2,4,1,1,2,2,7,4.8,-9,0
6,6,2012-11-02,Yu say no to rachet ........ Finish it ctfuuuu  RT @RealKrisJo: @dionwaiters3 ight bet haha,1,1,2,2.0,20,CLE,,CHI,L (-29),1,25,3,7,0.429,1,2,0.5,0,2,0.0,0,2,2,4,1,1,2,2,7,4.8,-9,0
7,7,2012-11-03,Yea RT @JLock42: @dionwaiters3 Do you like the nickname? I'm spreading the word on my website http://t.co/OkcGo8Zf,2,2,3,3.0,20,CLE,@,MIL,L (-3),1,29,5,12,0.417,1,2,0.5,2,4,0.5,0,2,2,3,1,0,3,0,13,6.5,14,0
8,8,2012-11-05,Thanks RT @princesschuntee: @dionwaiters3 great well enjoy LA and have a great bless game.,3,3,4,4.0,20,CLE,@,LAC,W (+7),1,32,10,17,0.588,7,11,0.636,1,1,1.0,0,3,3,1,0,0,1,2,28,19.9,3,1
9,9,2012-11-05,Yessir RT @ChiefQuimby215: @dionwaiters3 Good game kid!! Keep head up n keep workin hard it'll pay off!!,3,3,4,4.0,20,CLE,@,LAC,W (+7),1,32,10,17,0.588,7,11,0.636,1,1,1.0,0,3,3,1,0,0,1,2,28,19.9,3,1
10,10,2012-11-05,Just got to LA,3,3,4,4.0,20,CLE,@,LAC,W (+7),1,32,10,17,0.588,7,11,0.636,1,1,1.0,0,3,3,1,0,0,1,2,28,19.9,3,0
11,11,2012-11-05,Lol RT @PrettiRosee: I need to be getting my boots knocked off right now 😜,3,3,4,4.0,20,CLE,@,LAC,W (+7),1,32,10,17,0.588,7,11,0.636,1,1,1.0,0,3,3,1,0,0,1,2,28,19.9,3,0
12,12,2012-11-05,It was smooth RT @princesschuntee: @dionwaiters3 how was your flight?,3,3,4,4.0,20,CLE,@,LAC,W (+7),1,32,10,17,0.588,7,11,0.636,1,1,1.0,0,3,3,1,0,0,1,2,28,19.9,3,0
13,13,2012-11-09,G.N.S.L (Grind now shine later).,5,5,6,6.0,20,CLE,@,PHO,L (-2),1,31,9,13,0.692,3,5,0.6,2,2,1.0,0,1,1,2,1,1,1,1,23,19.5,-4,1
14,14,2012-11-09,Dnt get any calls RT @Kyrie_SIrving: I will say one thing though I thought my boy @DionWaiters3 would be getting to the free throw line more,5,5,6,6.0,20,CLE,@,PHO,L (-2),1,31,9,13,0.692,3,5,0.6,2,2,1.0,0,1,1,2,1,1,1,1,23,19.5,-4,0
15,15,2012-11-09,"Head up, we will bounce back. Believeland.",5,5,6,6.0,20,CLE,@,PHO,L (-2),1,31,9,13,0.692,3,5,0.6,2,2,1.0,0,1,1,2,1,1,1,1,23,19.5,-4,0
